日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
102/05/02,"8,111.43","8,139.49","8,095.70","8,128.51",102/05/02,"11,666.32",2013-05-02,8111.43,8139.49,8095.7,8128.51,11666.32,0,0
102/05/03,"8,157.51","8,175.33","8,121.07","8,135.03",102/05/03,"11,675.68",2013-05-03,8157.51,8175.33,8121.07,8135.03,11675.68,0,0
102/05/06,"8,188.48","8,197.52","8,153.96","8,169.05",102/05/06,"11,724.50",2013-05-06,8188.48,8197.52,8153.96,8169.05,11724.5,0,0
102/05/07,"8,177.58","8,181.80","8,145.10","8,163.06",102/05/07,"11,715.91",2013-05-07,8177.58,8181.8,8145.1,8163.06,11715.91,0,0
102/05/08,"8,177.94","8,284.09","8,177.94","8,267.09",102/05/08,"11,865.22",2013-05-08,8177.94,8284.09,8177.94,8267.09,11865.22,0,0
102/05/09,"8,314.37","8,322.69","8,279.46","8,285.89",102/05/09,"11,892.37",2013-05-09,8314.37,8322.69,8279.46,8285.89,11892.37,0,0
102/05/10,"8,284.38","8,297.33","8,258.62","8,280.26",102/05/10,"11,884.30",2013-05-10,8284.38,8297.33,8258.62,8280.26,11884.3,0,0
102/05/13,"8,285.45","8,296.54","8,230.65","8,248.32",102/05/13,"11,838.45",2013-05-13,8285.45,8296.54,8230.65,8248.32,11838.45,0,0
102/05/14,"8,272.20","8,295.41","8,233.98","8,251.82",102/05/14,"11,843.48",2013-05-14,8272.2,8295.41,8233.98,8251.82,11843.48,0,0
102/05/15,"8,264.10","8,320.32","8,251.51","8,318.59",102/05/15,"11,939.31",2013-05-15,8264.1,8320.32,8251.51,8318.59,11939.31,0,0
102/05/16,"8,362.49","8,414.88","8,346.45","8,390.05",102/05/16,"12,041.87",2013-05-16,8362.49,8414.88,8346.45,8390.05,12041.87,0,0
102/05/17,"8,377.26","8,402.34","8,356.79","8,368.19",102/05/17,"12,010.50",2013-05-17,8377.26,8402.34,8356.79,8368.19,12010.5,0,0
102/05/20,"8,364.95","8,385.68","8,347.33","8,377.05",102/05/20,"12,023.21",2013-05-20,8364.95,8385.68,8347.33,8377.05,12023.21,0,0
102/05/21,"8,381.36","8,420.68","8,361.96","8,383.05",102/05/21,"12,032.34",2013-05-21,8381.36,8420.68,8361.96,8383.05,12032.34,0,0
102/05/22,"8,414.06","8,439.15","8,376.21","8,398.84",102/05/22,"12,055.18",2013-05-22,8414.06,8439.15,8376.21,8398.84,12055.18,0,0
102/05/23,"8,367.85","8,373.09","8,235.50","8,237.83",102/05/23,"11,824.07",2013-05-23,8367.85,8373.09,8235.5,8237.83,11824.07,0,0
102/05/24,"8,273.21","8,277.56","8,172.54","8,209.78",102/05/24,"11,783.80",2013-05-24,8273.21,8277.56,8172.54,8209.78,11783.8,0,0
102/05/27,"8,218.88","8,280.10","8,210.32","8,280.10",102/05/27,"11,884.74",2013-05-27,8218.88,8280.1,8210.32,8280.1,11884.74,0,0
102/05/28,"8,289.15","8,303.71","8,261.54","8,263.05",102/05/28,"11,860.28",2013-05-28,8289.15,8303.71,8261.54,8263.05,11860.28,0,0
102/05/29,"8,303.20","8,344.21","8,303.20","8,337.90",102/05/29,"11,967.71",2013-05-29,8303.2,8344.21,8303.2,8337.9,11967.71,0,0
102/05/30,"8,316.97","8,316.97","8,228.80","8,243.29",102/05/30,"11,831.90",2013-05-30,8316.97,8316.97,8228.8,8243.29,11831.9,0,0
102/05/31,"8,318.77","8,334.44","8,237.08","8,254.80",102/05/31,"11,848.42",2013-05-31,8318.77,8334.44,8237.08,8254.8,11848.42,0,0
