日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
105/11/01,"9,272.30","9,289.12","9,236.82","9,272.70",105/11/01,"15,286.23",2016-11-01,9272.3,9289.12,9236.82,9272.7,15286.23,0,0
105/11/02,"9,230.23","9,230.23","9,139.04","9,139.04",105/11/02,"15,065.93",2016-11-02,9230.23,9230.23,9139.04,9139.04,15065.93,0,0
105/11/03,"9,126.29","9,154.19","9,067.27","9,067.27",105/11/03,"14,947.94",2016-11-03,9126.29,9154.19,9067.27,9067.27,14947.94,0,0
105/11/04,"9,065.11","9,098.88","9,048.21","9,068.15",105/11/04,"14,949.46",2016-11-04,9065.11,9098.88,9048.21,9068.15,14949.46,0,0
105/11/07,"9,102.97","9,191.67","9,102.97","9,189.84",105/11/07,"15,150.06",2016-11-07,9102.97,9191.67,9102.97,9189.84,15150.06,0,0
105/11/08,"9,214.95","9,230.20","9,165.00","9,217.43",105/11/08,"15,195.55",2016-11-08,9214.95,9230.2,9165.0,9217.43,15195.55,0,0
105/11/09,"9,252.27","9,296.86","8,926.60","8,943.20",105/11/09,"14,743.45",2016-11-09,9252.27,9296.86,8926.6,8943.2,14743.45,0,0
105/11/10,"9,070.64","9,179.18","9,070.64","9,152.18",105/11/10,"15,087.99",2016-11-10,9070.64,9179.18,9070.64,9152.18,15087.99,0,0
105/11/11,"9,067.65","9,067.65","8,949.38","8,957.76",105/11/11,"14,767.47",2016-11-11,9067.65,9067.65,8949.38,8957.76,14767.47,0,0
105/11/14,"8,955.27","8,991.94","8,879.69","8,940.40",105/11/14,"14,738.84",2016-11-14,8955.27,8991.94,8879.69,8940.4,14738.84,0,0
105/11/15,"8,927.92","8,981.05","8,923.36","8,931.03",105/11/15,"14,723.39",2016-11-15,8927.92,8981.05,8923.36,8931.03,14723.39,0,0
105/11/16,"8,955.76","9,032.31","8,955.76","8,962.22",105/11/16,"14,774.83",2016-11-16,8955.76,9032.31,8955.76,8962.22,14774.83,0,0
105/11/17,"8,984.57","8,998.23","8,936.30","8,995.26",105/11/17,"14,829.29",2016-11-17,8984.57,8998.23,8936.3,8995.26,14829.29,0,0
105/11/18,"8,991.50","9,025.98","8,958.22","9,008.79",105/11/18,"14,851.59",2016-11-18,8991.5,9025.98,8958.22,9008.79,14851.59,0,0
105/11/21,"9,009.78","9,049.76","8,986.40","9,041.11",105/11/21,"14,904.87",2016-11-21,9009.78,9049.76,8986.4,9041.11,14904.87,0,0
105/11/22,"9,058.58","9,161.19","9,058.58","9,133.39",105/11/22,"15,057.00",2016-11-22,9058.58,9161.19,9058.58,9133.39,15057.0,0,0
105/11/23,"9,146.72","9,202.72","9,146.72","9,178.23",105/11/23,"15,130.93",2016-11-23,9146.72,9202.72,9146.72,9178.23,15130.93,0,0
105/11/24,"9,164.84","9,183.16","9,137.56","9,152.11",105/11/24,"15,088.05",2016-11-24,9164.84,9183.16,9137.56,9152.11,15088.05,0,0
105/11/25,"9,149.35","9,191.34","9,148.63","9,159.07",105/11/25,"15,100.53",2016-11-25,9149.35,9191.34,9148.63,9159.07,15100.53,0,0
105/11/28,"9,167.33","9,241.54","9,167.33","9,222.24",105/11/28,"15,204.69",2016-11-28,9167.33,9241.54,9167.33,9222.24,15204.69,0,0
105/11/29,"9,220.95","9,249.06","9,192.38","9,192.38",105/11/29,"15,155.46",2016-11-29,9220.95,9249.06,9192.38,9192.38,15155.46,0,0
105/11/30,"9,196.09","9,240.71","9,189.62","9,240.71",105/11/30,"15,235.13",2016-11-30,9196.09,9240.71,9189.62,9240.71,15235.13,0,0
