日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
112/06/01,"16,511.00","16,555.50","16,477.43","16,512.65",112/06/01,"34,447.18",2023-06-01,16511.0,16555.5,16477.43,16512.65,34447.18,0,0
112/06/02,"16,525.00","16,752.20","16,525.00","16,706.91",112/06/02,"34,853.76",2023-06-02,16525.0,16752.2,16525.0,16706.91,34853.76,0,0
112/06/05,"16,714.48","16,781.19","16,703.60","16,714.43",112/06/05,"34,875.44",2023-06-05,16714.48,16781.19,16703.6,16714.43,34875.44,0,0
112/06/06,"16,712.98","16,793.81","16,699.83","16,761.66",112/06/06,"34,979.10",2023-06-06,16712.98,16793.81,16699.83,16761.66,34979.1,0,0
112/06/07,"16,771.76","16,922.48","16,771.76","16,922.48",112/06/07,"35,320.33",2023-06-07,16771.76,16922.48,16771.76,16922.48,35320.33,0,0
112/06/08,"16,864.18","16,899.51","16,694.21","16,733.69",112/06/08,"34,928.14",2023-06-08,16864.18,16899.51,16694.21,16733.69,34928.14,0,0
112/06/09,"16,775.92","16,895.99","16,775.92","16,886.40",112/06/09,"35,246.92",2023-06-09,16775.92,16895.99,16775.92,16886.4,35246.92,0,0
112/06/12,"16,899.49","16,999.72","16,899.49","16,955.37",112/06/12,"35,391.81",2023-06-12,16899.49,16999.72,16899.49,16955.37,35391.81,0,0
112/06/13,"17,135.84","17,254.96","17,129.23","17,216.60",112/06/13,"35,944.73",2023-06-13,17135.84,17254.96,17129.23,17216.6,35944.73,0,0
112/06/14,"17,190.70","17,259.23","17,182.18","17,238.14",112/06/14,"36,000.39",2023-06-14,17190.7,17259.23,17182.18,17238.14,36000.39,0,0
112/06/15,"17,259.37","17,346.32","17,259.37","17,334.98",112/06/15,"36,269.21",2023-06-15,17259.37,17346.32,17259.37,17334.98,36269.21,0,0
112/06/16,"17,342.86","17,342.86","17,250.79","17,288.91",112/06/16,"36,178.33",2023-06-16,17342.86,17342.86,17250.79,17288.91,36178.33,0,0
112/06/19,"17,274.07","17,306.81","17,210.87","17,274.56",112/06/19,"36,149.02",2023-06-19,17274.07,17306.81,17210.87,17274.56,36149.02,0,0
