日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
109/07/01,"11,622.64","11,736.39","11,622.64","11,703.42",109/07/01,"22,054.55",2020-07-01,11622.64,11736.39,11622.64,11703.42,22054.55,0,0
109/07/02,"11,694.10","11,805.21","11,690.95","11,805.14",109/07/02,"22,301.84",2020-07-02,11694.1,11805.21,11690.95,11805.14,22301.84,0,0
109/07/03,"11,857.90","11,933.59","11,857.90","11,909.16",109/07/03,"22,502.26",2020-07-03,11857.9,11933.59,11857.9,11909.16,22502.26,0,0
109/07/06,"11,941.84","12,116.70","11,941.84","12,116.70",109/07/06,"22,916.04",2020-07-06,11941.84,12116.7,11941.84,12116.7,22916.04,0,0
109/07/07,"12,176.79","12,249.95","12,028.57","12,092.97",109/07/07,"22,893.68",2020-07-07,12176.79,12249.95,12028.57,12092.97,22893.68,0,0
109/07/08,"12,086.13","12,190.27","12,083.84","12,170.19",109/07/08,"23,052.12",2020-07-08,12086.13,12190.27,12083.84,12170.19,23052.12,0,0
109/07/09,"12,222.90","12,273.43","12,181.34","12,192.69",109/07/09,"23,105.57",2020-07-09,12222.9,12273.43,12181.34,12192.69,23105.57,0,0
109/07/10,"12,250.44","12,253.58","12,030.20","12,073.68",109/07/10,"22,883.01",2020-07-10,12250.44,12253.58,12030.2,12073.68,22883.01,0,0
109/07/13,"12,109.61","12,216.24","12,109.61","12,211.56",109/07/13,"23,170.84",2020-07-13,12109.61,12216.24,12109.61,12211.56,23170.84,0,0
109/07/14,"12,202.89","12,228.31","12,143.91","12,209.01",109/07/14,"23,182.75",2020-07-14,12202.89,12228.31,12143.91,12209.01,23182.75,0,0
109/07/15,"12,233.99","12,320.48","12,162.52","12,202.85",109/07/15,"23,189.68",2020-07-15,12233.99,12320.48,12162.52,12202.85,23189.68,0,0
109/07/16,"12,173.04","12,220.93","12,107.04","12,157.74",109/07/16,"23,124.32",2020-07-16,12173.04,12220.93,12107.04,12157.74,23124.32,0,0
109/07/17,"12,195.72","12,266.93","12,144.62","12,181.56",109/07/17,"23,184.28",2020-07-17,12195.72,12266.93,12144.62,12181.56,23184.28,0,0
109/07/20,"12,205.25","12,221.33","12,065.80","12,174.54",109/07/20,"23,172.59",2020-07-20,12205.25,12221.33,12065.8,12174.54,23172.59,0,0
109/07/21,"12,242.32","12,450.16","12,242.32","12,397.55",109/07/21,"23,599.11",2020-07-21,12242.32,12450.16,12242.32,12397.55,23599.11,0,0
109/07/22,"12,389.76","12,486.95","12,389.40","12,473.27",109/07/22,"23,746.09",2020-07-22,12389.76,12486.95,12389.4,12473.27,23746.09,0,0
109/07/23,"12,423.02","12,429.76","12,347.86","12,413.04",109/07/23,"23,689.48",2020-07-23,12423.02,12429.76,12347.86,12413.04,23689.48,0,0
109/07/24,"12,467.43","12,502.84","12,266.55","12,304.04",109/07/24,"23,489.96",2020-07-24,12467.43,12502.84,12266.55,12304.04,23489.96,0,0
109/07/27,"12,618.69","12,686.36","12,586.91","12,588.30",109/07/27,"24,040.46",2020-07-27,12618.69,12686.36,12586.91,12588.3,24040.46,0,0
109/07/28,"12,951.72","13,031.70","12,533.19","12,586.73",109/07/28,"24,046.28",2020-07-28,12951.72,13031.7,12533.19,12586.73,24046.28,0,0
109/07/29,"12,530.74","12,660.87","12,488.01","12,540.97",109/07/29,"23,962.29",2020-07-29,12530.74,12660.87,12488.01,12540.97,23962.29,0,0
109/07/30,"12,691.86","12,769.47","12,616.83","12,722.92",109/07/30,"24,319.37",2020-07-30,12691.86,12769.47,12616.83,12722.92,24319.37,0,0
109/07/31,"12,653.46","12,733.48","12,635.71","12,664.80",109/07/31,"24,215.43",2020-07-31,12653.46,12733.48,12635.71,12664.8,24215.43,0,0
