日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
 95/01/02,"6,457.61","6,492.92","6,424.03","6,462.06", 95/01/02,"7,092.99",2006-01-02,6457.61,6492.92,6424.03,6462.06,7092.99,0,0
 95/01/03,"6,476.20","6,591.77","6,457.09","6,591.77", 95/01/03,"7,235.36",2006-01-03,6476.2,6591.77,6457.09,6591.77,7235.36,0,0
 95/01/04,"6,658.32","6,670.96","6,579.66","6,616.44", 95/01/04,"7,262.44",2006-01-04,6658.32,6670.96,6579.66,6616.44,7262.44,0,0
 95/01/05,"6,669.80","6,717.12","6,666.84","6,709.87", 95/01/05,"7,365.00",2006-01-05,6669.8,6717.12,6666.84,6709.87,7365.0,0,0
 95/01/06,"6,757.41","6,761.01","6,676.65","6,694.82", 95/01/06,"7,348.47",2006-01-06,6757.41,6761.01,6676.65,6694.82,7348.47,0,0
 95/01/09,"6,752.09","6,763.86","6,708.59","6,742.39", 95/01/09,"7,400.69",2006-01-09,6752.09,6763.86,6708.59,6742.39,7400.69,0,0
 95/01/10,"6,751.56","6,751.56","6,678.84","6,707.40", 95/01/10,"7,362.28",2006-01-10,6751.56,6751.56,6678.84,6707.4,7362.28,0,0
 95/01/11,"6,702.47","6,741.92","6,650.61","6,735.89", 95/01/11,"7,393.55",2006-01-11,6702.47,6741.92,6650.61,6735.89,7393.55,0,0
 95/01/12,"6,782.15","6,797.20","6,725.57","6,725.61", 95/01/12,"7,382.27",2006-01-12,6782.15,6797.2,6725.57,6725.61,7382.27,0,0
 95/01/13,"6,729.58","6,729.58","6,669.64","6,682.35", 95/01/13,"7,334.78",2006-01-13,6729.58,6729.58,6669.64,6682.35,7334.78,0,0
 95/01/16,"6,680.88","6,733.52","6,664.80","6,724.18", 95/01/16,"7,380.70",2006-01-16,6680.88,6733.52,6664.8,6724.18,7380.7,0,0
 95/01/17,"6,752.24","6,775.73","6,711.04","6,711.04", 95/01/17,"7,366.28",2006-01-17,6752.24,6775.73,6711.04,6711.04,7366.28,0,0
 95/01/18,"6,620.77","6,629.44","6,467.73","6,498.92", 95/01/18,"7,133.45",2006-01-18,6620.77,6629.44,6467.73,6498.92,7133.45,0,0
 95/01/19,"6,514.71","6,545.89","6,442.78","6,512.29", 95/01/19,"7,148.13",2006-01-19,6514.71,6545.89,6442.78,6512.29,7148.13,0,0
 95/01/20,"6,571.64","6,571.64","6,475.30","6,486.63", 95/01/20,"7,119.96",2006-01-20,6571.64,6571.64,6475.3,6486.63,7119.96,0,0
 95/01/23,"6,385.88","6,417.72","6,373.63","6,381.97", 95/01/23,"7,005.08",2006-01-23,6385.88,6417.72,6373.63,6381.97,7005.08,0,0
 95/01/24,"6,418.58","6,478.50","6,418.58","6,451.94", 95/01/24,"7,081.88",2006-01-24,6418.58,6478.5,6418.58,6451.94,7081.88,0,0
 95/01/25,"6,500.63","6,536.89","6,477.34","6,532.18", 95/01/25,"7,169.96",2006-01-25,6500.63,6536.89,6477.34,6532.18,7169.96,0,0
