日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
114/08/01,"23,318.37","23,484.21","23,168.27","23,434.38",114/08/01,"52,997.73",2025-08-01,23318.37,23484.21,23168.27,23434.38,52997.73,0,0
114/08/04,"23,260.18","23,378.94","23,151.65","23,378.94",114/08/04,"52,873.70",2025-08-04,23260.18,23378.94,23151.65,23378.94,52873.7,0,0
114/08/05,"23,498.40","23,671.84","23,498.40","23,660.59",114/08/05,"53,516.83",2025-08-05,23498.4,23671.84,23498.4,23660.59,53516.83,0,0
114/08/06,"23,443.36","23,557.49","23,433.53","23,447.36",114/08/06,"53,036.14",2025-08-06,23443.36,23557.49,23433.53,23447.36,53036.14,0,0
114/08/07,"23,717.35","24,050.54","23,717.35","24,003.77",114/08/07,"54,325.17",2025-08-07,23717.35,24050.54,23717.35,24003.77,54325.17,0,0
114/08/08,"24,026.65","24,131.46","23,967.99","24,021.26",114/08/08,"54,367.25",2025-08-08,24026.65,24131.46,23967.99,24021.26,54367.25,0,0
114/08/11,"23,980.39","24,249.05","23,887.25","24,135.50",114/08/11,"54,627.86",2025-08-11,23980.39,24249.05,23887.25,24135.5,54627.86,0,0
114/08/12,"24,182.84","24,263.92","24,065.43","24,158.36",114/08/12,"54,696.40",2025-08-12,24182.84,24263.92,24065.43,24158.36,54696.4,0,0
114/08/13,"24,232.04","24,406.94","24,172.19","24,370.02",114/08/13,"55,197.85",2025-08-13,24232.04,24406.94,24172.19,24370.02,55197.85,0,0
114/08/14,"24,258.50","24,389.51","24,198.88","24,238.10",114/08/14,"54,902.49",2025-08-14,24258.5,24389.51,24198.88,24238.1,54902.49,0,0
114/08/15,"24,266.23","24,385.56","24,164.43","24,334.48",114/08/15,"55,122.88",2025-08-15,24266.23,24385.56,24164.43,24334.48,55122.88,0,0
114/08/18,"24,272.55","24,515.65","24,257.30","24,482.52",114/08/18,"55,458.79",2025-08-18,24272.55,24515.65,24257.3,24482.52,55458.79,0,0
114/08/19,"24,493.92","24,551.42","24,324.29","24,353.50",114/08/19,"55,173.11",2025-08-19,24493.92,24551.42,24324.29,24353.5,55173.11,0,0
114/08/20,"24,309.27","24,309.27","23,620.24","23,625.44",114/08/20,"53,523.93",2025-08-20,24309.27,24309.27,23620.24,23625.44,53523.93,0,0
114/08/21,"23,739.83","24,011.50","23,739.83","23,962.13",114/08/21,"54,300.41",2025-08-21,23739.83,24011.5,23739.83,23962.13,54300.41,0,0
114/08/22,"24,033.02","24,071.65","23,764.47","23,764.47",114/08/22,"53,853.13",2025-08-22,24033.02,24071.65,23764.47,23764.47,53853.13,0,0
