日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
113/07/01,"23,042.70","23,187.88","23,015.17","23,058.57",113/07/01,"50,159.02",2024-07-01,23042.7,23187.88,23015.17,23058.57,50159.02,0,0
113/07/02,"23,012.74","23,041.90","22,833.78","22,879.37",113/07/02,"49,852.62",2024-07-02,23012.74,23041.9,22833.78,22879.37,49852.62,0,0
113/07/03,"23,009.82","23,172.43","22,994.28","23,172.43",113/07/03,"50,501.99",2024-07-03,23009.82,23172.43,22994.28,23172.43,50501.99,0,0
113/07/04,"23,360.88","23,571.82","23,360.88","23,522.53",113/07/04,"51,339.00",2024-07-04,23360.88,23571.82,23360.88,23522.53,51339.0,0,0
113/07/05,"23,532.01","23,628.86","23,491.79","23,556.59",113/07/05,"51,415.47",2024-07-05,23532.01,23628.86,23491.79,23556.59,51415.47,0,0
113/07/08,"23,550.64","24,011.64","23,505.86","23,878.15",113/07/08,"52,135.78",2024-07-08,23550.64,24011.64,23505.86,23878.15,52135.78,0,0
113/07/09,"23,888.20","24,126.66","23,607.92","23,900.08",113/07/09,"52,209.50",2024-07-09,23888.2,24126.66,23607.92,23900.08,52209.5,0,0
113/07/10,"23,744.88","24,040.61","23,682.49","24,007.08",113/07/10,"52,479.11",2024-07-10,23744.88,24040.61,23682.49,24007.08,52479.11,0,0
113/07/11,"24,242.03","24,416.67","24,151.80","24,390.03",113/07/11,"53,330.65",2024-07-11,24242.03,24416.67,24151.8,24390.03,53330.65,0,0
113/07/12,"23,955.67","24,045.73","23,774.22","23,916.93",113/07/12,"52,302.48",2024-07-12,23955.67,24045.73,23774.22,23916.93,52302.48,0,0
113/07/15,"23,927.91","24,018.31","23,759.51","23,879.36",113/07/15,"52,248.36",2024-07-15,23927.91,24018.31,23759.51,23879.36,52248.36,0,0
113/07/16,"23,880.33","24,174.18","23,861.77","23,997.25",113/07/16,"52,529.47",2024-07-16,23880.33,24174.18,23861.77,23997.25,52529.47,0,0
113/07/17,"23,827.27","23,993.68","23,650.94","23,769.82",113/07/17,"52,045.59",2024-07-17,23827.27,23993.68,23650.94,23769.82,52045.59,0,0
113/07/18,"23,373.01","23,450.91","23,148.74","23,398.47",113/07/18,"51,266.41",2024-07-18,23373.01,23450.91,23148.74,23398.47,51266.41,0,0
113/07/19,"23,228.04","23,235.82","22,865.84","22,869.26",113/07/19,"50,130.36",2024-07-19,23228.04,23235.82,22865.84,22869.26,50130.36,0,0
