日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
109/04/01,"9,726.20","9,736.00","9,663.63","9,663.63",109/04/01,"18,066.47",2020-04-01,9726.2,9736.0,9663.63,9663.63,18066.47,0,0
109/04/06,"9,707.75","9,818.74","9,651.52","9,818.74",109/04/06,"18,356.45",2020-04-06,9707.75,9818.74,9651.52,9818.74,18356.45,0,0
109/04/07,"9,928.16","10,039.15","9,928.16","9,996.39",109/04/07,"18,688.58",2020-04-07,9928.16,10039.15,9928.16,9996.39,18688.58,0,0
109/04/08,"10,010.64","10,149.76","9,984.66","10,137.47",109/04/08,"18,952.66",2020-04-08,10010.64,10149.76,9984.66,10137.47,18952.66,0,0
109/04/09,"10,173.26","10,246.84","10,092.36","10,119.43",109/04/09,"18,922.57",2020-04-09,10173.26,10246.84,10092.36,10119.43,18922.57,0,0
109/04/10,"10,105.43","10,165.12","10,103.77","10,157.61",109/04/10,"18,993.95",2020-04-10,10105.43,10165.12,10103.77,10157.61,18993.95,0,0
109/04/13,"10,147.56","10,179.40","10,080.65","10,099.22",109/04/13,"18,884.77",2020-04-13,10147.56,10179.4,10080.65,10099.22,18884.77,0,0
109/04/14,"10,130.65","10,344.13","10,130.65","10,332.94",109/04/14,"19,321.80",2020-04-14,10130.65,10344.13,10130.65,10332.94,19321.8,0,0
109/04/15,"10,366.77","10,461.84","10,366.77","10,447.21",109/04/15,"19,535.48",2020-04-15,10366.77,10461.84,10366.77,10447.21,19535.48,0,0
109/04/16,"10,385.78","10,425.29","10,317.13","10,375.48",109/04/16,"19,401.34",2020-04-16,10385.78,10425.29,10317.13,10375.48,19401.34,0,0
109/04/17,"10,554.55","10,710.15","10,552.58","10,597.04",109/04/17,"19,815.66",2020-04-17,10554.55,10710.15,10552.58,10597.04,19815.66,0,0
109/04/20,"10,612.45","10,637.64","10,542.96","10,586.71",109/04/20,"19,796.34",2020-04-20,10612.45,10637.64,10542.96,10586.71,19796.34,0,0
109/04/21,"10,544.80","10,544.80","10,278.95","10,288.42",109/04/21,"19,238.56",2020-04-21,10544.8,10544.8,10278.95,10288.42,19238.56,0,0
109/04/22,"10,256.11","10,310.85","10,140.09","10,307.74",109/04/22,"19,274.78",2020-04-22,10256.11,10310.85,10140.09,10307.74,19274.78,0,0
109/04/23,"10,370.13","10,462.70","10,294.88","10,366.51",109/04/23,"19,385.51",2020-04-23,10370.13,10462.7,10294.88,10366.51,19385.51,0,0
109/04/24,"10,367.97","10,386.93","10,324.20","10,347.36",109/04/24,"19,349.70",2020-04-24,10367.97,10386.93,10324.2,10347.36,19349.7,0,0
109/04/27,"10,407.49","10,578.96","10,407.49","10,567.27",109/04/27,"19,760.92",2020-04-27,10407.49,10578.96,10407.49,10567.27,19760.92,0,0
109/04/28,"10,580.25","10,620.52","10,537.71","10,616.06",109/04/28,"19,852.16",2020-04-28,10580.25,10620.52,10537.71,10616.06,19852.16,0,0
109/04/29,"10,656.40","10,794.83","10,656.40","10,772.22",109/04/29,"20,144.18",2020-04-29,10656.4,10794.83,10656.4,10772.22,20144.18,0,0
109/04/30,"10,826.26","11,012.78","10,826.26","10,992.14",109/04/30,"20,555.45",2020-04-30,10826.26,11012.78,10826.26,10992.14,20555.45,0,0
