日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
100/05/03,"9,014.33","9,018.70","8,895.25","8,946.08",100/05/03,"11,893.73",2011-05-03,9014.33,9018.7,8895.25,8946.08,11893.73,0,0
100/05/04,"8,937.30","8,947.35","8,864.55","8,947.35",100/05/04,"11,895.41",2011-05-04,8937.3,8947.35,8864.55,8947.35,11895.41,0,0
100/05/05,"8,930.24","9,029.58","8,907.97","9,018.61",100/05/05,"11,990.15",2011-05-05,8930.24,9029.58,8907.97,9018.61,11990.15,0,0
100/05/06,"8,997.73","9,018.40","8,954.81","8,977.23",100/05/06,"11,935.14",2011-05-06,8997.73,9018.4,8954.81,8977.23,11935.14,0,0
100/05/09,"9,001.80","9,081.26","8,984.43","9,035.48",100/05/09,"12,012.59",2011-05-09,9001.8,9081.26,8984.43,9035.48,12012.59,0,0
100/05/10,"9,048.25","9,055.91","9,007.93","9,023.28",100/05/10,"11,996.87",2011-05-10,9048.25,9055.91,9007.93,9023.28,11996.87,0,0
100/05/11,"9,073.88","9,082.01","9,014.36","9,020.40",100/05/11,"11,993.05",2011-05-11,9073.88,9082.01,9014.36,9020.4,11993.05,0,0
100/05/12,"8,977.77","9,052.98","8,963.24","9,033.68",100/05/12,"12,010.70",2011-05-12,8977.77,9052.98,8963.24,9033.68,12010.7,0,0
100/05/13,"9,039.55","9,059.46","8,986.18","9,006.61",100/05/13,"11,974.71",2011-05-13,9039.55,9059.46,8986.18,9006.61,11974.71,0,0
100/05/16,"8,996.70","8,996.70","8,911.71","8,911.71",100/05/16,"11,848.53",2011-05-16,8996.7,8996.7,8911.71,8911.71,11848.53,0,0
100/05/17,"8,917.25","8,928.99","8,854.14","8,884.09",100/05/17,"11,811.82",2011-05-17,8917.25,8928.99,8854.14,8884.09,11811.82,0,0
100/05/18,"8,885.40","8,946.99","8,885.40","8,944.84",100/05/18,"11,892.58",2011-05-18,8885.4,8946.99,8885.4,8944.84,11892.58,0,0
100/05/19,"8,952.25","9,026.18","8,888.21","8,892.88",100/05/19,"11,824.22",2011-05-19,8952.25,9026.18,8888.21,8892.88,11824.22,0,0
100/05/20,"8,944.38","8,944.38","8,822.75","8,837.03",100/05/20,"11,749.96",2011-05-20,8944.38,8944.38,8822.75,8837.03,11749.96,0,0
100/05/23,"8,767.30","8,776.46","8,695.34","8,747.51",100/05/23,"11,630.94",2011-05-23,8767.3,8776.46,8695.34,8747.51,11630.94,0,0
100/05/24,"8,730.23","8,756.90","8,673.38","8,756.61",100/05/24,"11,643.03",2011-05-24,8730.23,8756.9,8673.38,8756.61,11643.03,0,0
100/05/25,"8,732.30","8,763.64","8,682.49","8,727.09",100/05/25,"11,603.89",2011-05-25,8732.3,8763.64,8682.49,8727.09,11603.89,0,0
100/05/26,"8,797.29","8,807.08","8,751.52","8,788.40",100/05/26,"11,685.40",2011-05-26,8797.29,8807.08,8751.52,8788.4,11685.4,0,0
100/05/27,"8,806.29","8,860.03","8,803.59","8,810.00",100/05/27,"11,714.12",2011-05-27,8806.29,8860.03,8803.59,8810.0,11714.12,0,0
100/05/30,"8,757.66","8,844.03","8,748.13","8,823.68",100/05/30,"11,732.31",2011-05-30,8757.66,8844.03,8748.13,8823.68,11732.31,0,0
100/05/31,"8,860.58","9,003.60","8,860.58","8,988.84",100/05/31,"11,951.92",2011-05-31,8860.58,9003.6,8860.58,8988.84,11951.92,0,0
