日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
105/05/03,"8,362.35","8,363.59","8,268.41","8,294.12",105/05/03,"13,129.04",2016-05-03,8362.35,8363.59,8268.41,8294.12,13129.04,0,0
105/05/04,"8,282.52","8,285.96","8,153.57","8,185.47",105/05/04,"12,957.15",2016-05-04,8282.52,8285.96,8153.57,8185.47,12957.15,0,0
105/05/05,"8,182.05","8,207.98","8,122.34","8,167.96",105/05/05,"12,929.43",2016-05-05,8182.05,8207.98,8122.34,8167.96,12929.43,0,0
105/05/06,"8,169.54","8,170.68","8,104.16","8,146.43",105/05/06,"12,895.87",2016-05-06,8169.54,8170.68,8104.16,8146.43,12895.87,0,0
105/05/09,"8,156.65","8,177.36","8,106.13","8,131.83",105/05/09,"12,872.76",2016-05-09,8156.65,8177.36,8106.13,8131.83,12872.76,0,0
105/05/10,"8,119.71","8,168.13","8,075.58","8,156.29",105/05/10,"12,911.48",2016-05-10,8119.71,8168.13,8075.58,8156.29,12911.48,0,0
105/05/11,"8,182.92","8,204.51","8,115.44","8,135.56",105/05/11,"12,878.78",2016-05-11,8182.92,8204.51,8115.44,8135.56,12878.78,0,0
105/05/12,"8,122.78","8,162.44","8,105.49","8,108.05",105/05/12,"12,835.23",2016-05-12,8122.78,8162.44,8105.49,8108.05,12835.23,0,0
105/05/13,"8,095.93","8,095.93","7,999.98","8,053.69",105/05/13,"12,749.18",2016-05-13,8095.93,8095.93,7999.98,8053.69,12749.18,0,0
105/05/16,"8,035.21","8,091.48","8,003.93","8,067.60",105/05/16,"12,771.19",2016-05-16,8035.21,8091.48,8003.93,8067.6,12771.19,0,0
105/05/17,"8,081.89","8,151.20","8,047.31","8,140.48",105/05/17,"12,886.55",2016-05-17,8081.89,8151.2,8047.31,8140.48,12886.55,0,0
105/05/18,"8,115.61","8,159.68","8,061.26","8,159.68",105/05/18,"12,916.95",2016-05-18,8115.61,8159.68,8061.26,8159.68,12916.95,0,0
105/05/19,"8,159.93","8,166.96","8,067.33","8,095.98",105/05/19,"12,816.12",2016-05-19,8159.93,8166.96,8067.33,8095.98,12816.12,0,0
105/05/20,"8,108.68","8,165.98","8,080.65","8,131.26",105/05/20,"12,871.97",2016-05-20,8108.68,8165.98,8080.65,8131.26,12871.97,0,0
105/05/23,"8,150.38","8,356.96","8,119.71","8,344.44",105/05/23,"13,209.44",2016-05-23,8150.38,8356.96,8119.71,8344.44,13209.44,0,0
105/05/24,"8,329.69","8,354.62","8,298.00","8,300.66",105/05/24,"13,140.13",2016-05-24,8329.69,8354.62,8298.0,8300.66,13140.13,0,0
105/05/25,"8,352.84","8,417.27","8,352.84","8,396.20",105/05/25,"13,291.38",2016-05-25,8352.84,8417.27,8352.84,8396.2,13291.38,0,0
105/05/26,"8,400.89","8,410.74","8,376.60","8,394.12",105/05/26,"13,288.09",2016-05-26,8400.89,8410.74,8376.6,8394.12,13288.09,0,0
105/05/27,"8,415.59","8,463.61","8,415.59","8,463.61",105/05/27,"13,398.19",2016-05-27,8415.59,8463.61,8415.59,8463.61,13398.19,0,0
105/05/30,"8,476.62","8,563.40","8,462.15","8,535.87",105/05/30,"13,512.57",2016-05-30,8476.62,8563.4,8462.15,8535.87,13512.57,0,0
105/05/31,"8,532.21","8,545.73","8,488.90","8,535.59",105/05/31,"13,512.13",2016-05-31,8532.21,8545.73,8488.9,8535.59,13512.13,0,0
