日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
110/06/01,"17,098.49","17,184.30","17,060.45","17,162.38",110/06/01,"33,198.07",2021-06-01,17098.49,17184.3,17060.45,17162.38,33198.07,0,0
110/06/02,"17,192.91","17,274.66","17,056.42","17,165.04",110/06/02,"33,203.21",2021-06-02,17192.91,17274.66,17056.42,17165.04,33203.21,0,0
110/06/03,"17,201.30","17,311.28","17,198.89","17,246.16",110/06/03,"33,362.92",2021-06-03,17201.3,17311.28,17198.89,17246.16,33362.92,0,0
110/06/04,"17,225.06","17,225.06","17,084.49","17,147.41",110/06/04,"33,171.89",2021-06-04,17225.06,17225.06,17084.49,17147.41,33171.89,0,0
110/06/07,"17,176.09","17,189.23","16,775.85","17,083.91",110/06/07,"33,049.51",2021-06-07,17176.09,17189.23,16775.85,17083.91,33049.51,0,0
110/06/08,"17,094.34","17,181.52","17,056.53","17,076.21",110/06/08,"33,038.11",2021-06-08,17094.34,17181.52,17056.53,17076.21,33038.11,0,0
110/06/09,"17,082.52","17,082.52","16,907.43","16,966.22",110/06/09,"32,829.82",2021-06-09,17082.52,17082.52,16907.43,16966.22,32829.82,0,0
110/06/10,"17,024.54","17,159.22","16,978.01","17,159.22",110/06/10,"33,205.34",2021-06-10,17024.54,17159.22,16978.01,17159.22,33205.34,0,0
110/06/11,"17,200.45","17,278.55","17,193.61","17,213.52",110/06/11,"33,310.56",2021-06-11,17200.45,17278.55,17193.61,17213.52,33310.56,0,0
110/06/15,"17,279.70","17,371.29","17,279.70","17,371.29",110/06/15,"33,615.86",2021-06-15,17279.7,17371.29,17279.7,17371.29,33615.86,0,0
110/06/16,"17,357.37","17,398.22","17,275.02","17,307.86",110/06/16,"33,494.31",2021-06-16,17357.37,17398.22,17275.02,17307.86,33494.31,0,0
110/06/17,"17,254.84","17,390.61","17,150.52","17,390.61",110/06/17,"33,698.45",2021-06-17,17254.84,17390.61,17150.52,17390.61,33698.45,0,0
110/06/18,"17,384.74","17,417.50","17,318.54","17,318.54",110/06/18,"33,562.82",2021-06-18,17384.74,17417.5,17318.54,17318.54,33562.82,0,0
110/06/21,"17,305.49","17,305.49","17,023.31","17,062.98",110/06/21,"33,067.56",2021-06-21,17305.49,17305.49,17023.31,17062.98,33067.56,0,0
110/06/22,"17,162.71","17,270.47","17,075.55","17,075.55",110/06/22,"33,092.88",2021-06-22,17162.71,17270.47,17075.55,17075.55,33092.88,0,0
110/06/23,"17,127.59","17,375.79","17,127.59","17,336.71",110/06/23,"33,600.58",2021-06-23,17127.59,17375.79,17127.59,17336.71,33600.58,0,0
110/06/24,"17,358.57","17,439.63","17,319.89","17,407.96",110/06/24,"33,741.52",2021-06-24,17358.57,17439.63,17319.89,17407.96,33741.52,0,0
110/06/25,"17,471.07","17,597.33","17,471.07","17,502.99",110/06/25,"33,927.54",2021-06-25,17471.07,17597.33,17471.07,17502.99,33927.54,0,0
110/06/28,"17,531.82","17,595.51","17,481.23","17,590.97",110/06/28,"34,099.69",2021-06-28,17531.82,17595.51,17481.23,17590.97,34099.69,0,0
110/06/29,"17,621.15","17,713.24","17,541.14","17,598.19",110/06/29,"34,120.48",2021-06-29,17621.15,17713.24,17541.14,17598.19,34120.48,0,0
