日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
112/12/01,"17,422.35","17,450.13","17,355.89","17,438.35",112/12/01,"37,523.31",2023-12-01,17422.35,17450.13,17355.89,17438.35,37523.31,0,0
112/12/04,"17,450.64","17,516.61","17,398.10","17,421.48",112/12/04,"37,487.01",2023-12-04,17450.64,17516.61,17398.1,17421.48,37487.01,0,0
112/12/05,"17,401.59","17,401.59","17,252.57","17,328.01",112/12/05,"37,285.88",2023-12-05,17401.59,17401.59,17252.57,17328.01,37285.88,0,0
112/12/06,"17,340.82","17,439.85","17,337.47","17,360.72",112/12/06,"37,356.41",2023-12-06,17340.82,17439.85,17337.47,17360.72,37356.41,0,0
112/12/07,"17,356.92","17,387.94","17,273.71","17,278.74",112/12/07,"37,182.51",2023-12-07,17356.92,17387.94,17273.71,17278.74,37182.51,0,0
112/12/08,"17,309.36","17,465.35","17,309.36","17,383.99",112/12/08,"37,408.99",2023-12-08,17309.36,17465.35,17309.36,17383.99,37408.99,0,0
112/12/11,"17,416.96","17,451.82","17,372.82","17,418.34",112/12/11,"37,482.90",2023-12-11,17416.96,17451.82,17372.82,17418.34,37482.9,0,0
112/12/12,"17,429.61","17,528.72","17,404.88","17,450.63",112/12/12,"37,552.40",2023-12-12,17429.61,17528.72,17404.88,17450.63,37552.4,0,0
112/12/13,"17,447.51","17,507.92","17,438.69","17,468.93",112/12/13,"37,591.78",2023-12-13,17447.51,17507.92,17438.69,17468.93,37591.78,0,0
112/12/14,"17,482.38","17,668.35","17,482.38","17,653.11",112/12/14,"38,042.17",2023-12-14,17482.38,17668.35,17482.38,17653.11,38042.17,0,0
112/12/15,"17,693.33","17,743.54","17,642.79","17,673.87",112/12/15,"38,086.91",2023-12-15,17693.33,17743.54,17642.79,17673.87,38086.91,0,0
112/12/18,"17,637.86","17,665.91","17,586.88","17,652.03",112/12/18,"38,039.93",2023-12-18,17637.86,17665.91,17586.88,17652.03,38039.93,0,0
112/12/19,"17,669.84","17,669.84","17,497.32","17,576.55",112/12/19,"37,877.27",2023-12-19,17669.84,17669.84,17497.32,17576.55,37877.27,0,0
112/12/20,"17,608.35","17,657.65","17,597.48","17,635.20",112/12/20,"38,003.67",2023-12-20,17608.35,17657.65,17597.48,17635.2,38003.67,0,0
112/12/21,"17,531.45","17,552.90","17,442.76","17,543.74",112/12/21,"37,806.92",2023-12-21,17531.45,17552.9,17442.76,17543.74,37806.92,0,0
112/12/22,"17,586.16","17,618.17","17,567.55","17,596.63",112/12/22,"37,920.89",2023-12-22,17586.16,17618.17,17567.55,17596.63,37920.89,0,0
112/12/25,"17,596.27","17,663.35","17,595.27","17,604.84",112/12/25,"37,938.58",2023-12-25,17596.27,17663.35,17595.27,17604.84,37938.58,0,0
112/12/26,"17,619.09","17,751.73","17,619.09","17,751.73",112/12/26,"38,255.28",2023-12-26,17619.09,17751.73,17619.09,17751.73,38255.28,0,0
112/12/27,"17,766.73","17,897.16","17,766.73","17,891.50",112/12/27,"38,556.50",2023-12-27,17766.73,17897.16,17766.73,17891.5,38556.5,0,0
112/12/28,"17,900.76","17,928.14","17,841.76","17,910.37",112/12/28,"38,597.16",2023-12-28,17900.76,17928.14,17841.76,17910.37,38597.16,0,0
112/12/29,"17,893.63","17,945.70","17,864.23","17,930.81",112/12/29,"38,641.20",2023-12-29,17893.63,17945.7,17864.23,17930.81,38641.2,0,0
