日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
108/05/02,"10,992.76","11,046.64","10,988.70","11,004.49",108/05/02,"19,632.97",2019-05-02,10992.76,11046.64,10988.7,11004.49,19632.97,0,0
108/05/03,"11,037.99","11,097.00","11,018.86","11,096.30",108/05/03,"19,796.78",2019-05-03,11037.99,11097.0,11018.86,11096.3,19796.78,0,0
108/05/06,"11,005.36","11,005.36","10,870.40","10,897.12",108/05/06,"19,441.43",2019-05-06,11005.36,11005.36,10870.4,10897.12,19441.43,0,0
108/05/07,"10,913.95","11,004.76","10,913.95","10,987.14",108/05/07,"19,602.03",2019-05-07,10913.95,11004.76,10913.95,10987.14,19602.03,0,0
108/05/08,"10,938.47","10,946.82","10,867.06","10,923.71",108/05/08,"19,488.95",2019-05-08,10938.47,10946.82,10867.06,10923.71,19488.95,0,0
108/05/09,"10,910.47","10,910.47","10,732.97","10,733.67",108/05/09,"19,149.90",2019-05-09,10910.47,10910.47,10732.97,10733.67,19149.9,0,0
108/05/10,"10,751.55","10,834.69","10,669.39","10,712.99",108/05/10,"19,113.00",2019-05-10,10751.55,10834.69,10669.39,10712.99,19113.0,0,0
108/05/13,"10,684.04","10,693.44","10,549.06","10,558.29",108/05/13,"18,837.01",2019-05-13,10684.04,10693.44,10549.06,10558.29,18837.01,0,0
108/05/14,"10,480.21","10,544.97","10,363.02","10,519.25",108/05/14,"18,767.35",2019-05-14,10480.21,10544.97,10363.02,10519.25,18767.35,0,0
108/05/15,"10,535.24","10,612.50","10,535.24","10,560.71",108/05/15,"18,841.31",2019-05-15,10535.24,10612.5,10535.24,10560.71,18841.31,0,0
108/05/16,"10,556.58","10,573.93","10,474.61","10,474.61",108/05/16,"18,687.72",2019-05-16,10556.58,10573.93,10474.61,10474.61,18687.72,0,0
108/05/17,"10,508.56","10,564.97","10,384.11","10,384.11",108/05/17,"18,526.25",2019-05-17,10508.56,10564.97,10384.11,10384.11,18526.25,0,0
108/05/20,"10,405.36","10,465.84","10,385.18","10,398.41",108/05/20,"18,551.76",2019-05-20,10405.36,10465.84,10385.18,10398.41,18551.76,0,0
108/05/21,"10,362.35","10,477.20","10,342.32","10,464.50",108/05/21,"18,669.67",2019-05-21,10362.35,10477.2,10342.32,10464.5,18669.67,0,0
108/05/22,"10,481.10","10,520.62","10,453.50","10,457.22",108/05/22,"18,656.68",2019-05-22,10481.1,10520.62,10453.5,10457.22,18656.68,0,0
108/05/23,"10,404.00","10,404.00","10,289.69","10,308.37",108/05/23,"18,391.65",2019-05-23,10404.0,10404.0,10289.69,10308.37,18391.65,0,0
108/05/24,"10,313.15","10,370.97","10,308.59","10,328.28",108/05/24,"18,427.17",2019-05-24,10313.15,10370.97,10308.59,10328.28,18427.17,0,0
108/05/27,"10,344.18","10,365.44","10,305.28","10,334.13",108/05/27,"18,437.61",2019-05-27,10344.18,10365.44,10305.28,10334.13,18437.61,0,0
108/05/28,"10,348.58","10,361.61","10,312.31","10,312.31",108/05/28,"18,398.68",2019-05-28,10348.58,10361.61,10312.31,10312.31,18398.68,0,0
108/05/29,"10,277.35","10,307.75","10,227.44","10,301.78",108/05/29,"18,379.89",2019-05-29,10277.35,10307.75,10227.44,10301.78,18379.89,0,0
108/05/30,"10,307.12","10,384.36","10,306.03","10,382.99",108/05/30,"18,524.78",2019-05-30,10307.12,10384.36,10306.03,10382.99,18524.78,0,0
108/05/31,"10,386.12","10,515.10","10,369.02","10,498.49",108/05/31,"18,730.94",2019-05-31,10386.12,10515.1,10369.02,10498.49,18730.94,0,0
