日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
103/02/05,"8,290.17","8,313.83","8,230.46","8,264.48",103/02/05,"12,210.52",2014-02-05,8290.17,8313.83,8230.46,8264.48,12210.52,0,0
103/02/06,"8,286.16","8,333.56","8,284.77","8,311.01",103/02/06,"12,279.27",2014-02-06,8286.16,8333.56,8284.77,8311.01,12279.27,0,0
103/02/07,"8,383.99","8,409.03","8,356.93","8,387.35",103/02/07,"12,392.05",2014-02-07,8383.99,8409.03,8356.93,8387.35,12392.05,0,0
103/02/10,"8,416.42","8,447.02","8,391.95","8,391.95",103/02/10,"12,398.85",2014-02-10,8416.42,8447.02,8391.95,8391.95,12398.85,0,0
103/02/11,"8,413.86","8,439.33","8,401.54","8,430.56",103/02/11,"12,455.90",2014-02-11,8413.86,8439.33,8401.54,8430.56,12455.9,0,0
103/02/12,"8,471.51","8,510.87","8,471.51","8,510.87",103/02/12,"12,574.55",2014-02-12,8471.51,8510.87,8471.51,8510.87,12574.55,0,0
103/02/13,"8,506.22","8,511.02","8,467.70","8,467.70",103/02/13,"12,510.77",2014-02-13,8506.22,8511.02,8467.7,8467.7,12510.77,0,0
103/02/14,"8,524.54","8,566.99","8,508.24","8,513.68",103/02/14,"12,578.70",2014-02-14,8524.54,8566.99,8508.24,8513.68,12578.7,0,0
103/02/17,"8,537.83","8,558.50","8,512.60","8,519.55",103/02/17,"12,587.38",2014-02-17,8537.83,8558.5,8512.6,8519.55,12587.38,0,0
103/02/18,"8,530.81","8,556.23","8,506.06","8,556.23",103/02/18,"12,641.57",2014-02-18,8530.81,8556.23,8506.06,8556.23,12641.57,0,0
103/02/19,"8,565.06","8,577.01","8,543.15","8,577.01",103/02/19,"12,672.27",2014-02-19,8565.06,8577.01,8543.15,8577.01,12672.27,0,0
103/02/20,"8,555.27","8,567.50","8,513.08","8,524.62",103/02/20,"12,594.87",2014-02-20,8555.27,8567.5,8513.08,8524.62,12594.87,0,0
103/02/21,"8,571.29","8,612.08","8,571.29","8,601.86",103/02/21,"12,708.98",2014-02-21,8571.29,8612.08,8571.29,8601.86,12708.98,0,0
103/02/24,"8,603.61","8,612.21","8,541.65","8,560.61",103/02/24,"12,648.05",2014-02-24,8603.61,8612.21,8541.65,8560.61,12648.05,0,0
103/02/25,"8,581.14","8,598.73","8,564.51","8,575.62",103/02/25,"12,670.22",2014-02-25,8581.14,8598.73,8564.51,8575.62,12670.22,0,0
103/02/26,"8,569.04","8,626.68","8,563.87","8,600.86",103/02/26,"12,707.52",2014-02-26,8569.04,8626.68,8563.87,8600.86,12707.52,0,0
103/02/27,"8,626.51","8,647.90","8,615.41","8,639.58",103/02/27,"12,764.71",2014-02-27,8626.51,8647.9,8615.41,8639.58,12764.71,0,0
