日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
102/08/01,"8,110.73","8,113.40","8,056.22","8,056.22",102/08/01,"11,808.60",2013-08-01,8110.73,8113.4,8056.22,8056.22,11808.6,0,0
102/08/02,"8,114.51","8,162.91","8,087.10","8,099.88",102/08/02,"11,878.07",2013-08-02,8114.51,8162.91,8087.1,8099.88,11878.07,0,0
102/08/05,"8,104.20","8,143.44","8,075.99","8,138.63",102/08/05,"11,935.81",2013-08-05,8104.2,8143.44,8075.99,8138.63,11935.81,0,0
102/08/06,"8,129.85","8,129.85","8,028.93","8,038.91",102/08/06,"11,790.87",2013-08-06,8129.85,8129.85,8028.93,8038.91,11790.87,0,0
102/08/07,"7,993.57","7,993.57","7,921.29","7,921.29",102/08/07,"11,626.71",2013-08-07,7993.57,7993.57,7921.29,7921.29,11626.71,0,0
102/08/08,"7,910.20","7,932.35","7,894.18","7,907.67",102/08/08,"11,623.86",2013-08-08,7910.2,7932.35,7894.18,7907.67,11623.86,0,0
102/08/09,"7,955.00","7,955.00","7,853.97","7,856.14",102/08/09,"11,549.23",2013-08-09,7955.0,7955.0,7853.97,7856.14,11549.23,0,0
102/08/12,"7,878.22","7,908.68","7,862.04","7,903.38",102/08/12,"11,619.71",2013-08-12,7878.22,7908.68,7862.04,7903.38,11619.71,0,0
102/08/13,"7,935.79","7,986.27","7,935.79","7,986.27",102/08/13,"11,749.10",2013-08-13,7935.79,7986.27,7935.79,7986.27,11749.1,0,0
102/08/14,"7,978.74","7,981.56","7,926.23","7,951.33",102/08/14,"11,702.13",2013-08-14,7978.74,7981.56,7926.23,7951.33,11702.13,0,0
102/08/15,"7,903.01","7,916.02","7,850.27","7,887.26",102/08/15,"11,616.32",2013-08-15,7903.01,7916.02,7850.27,7887.26,11616.32,0,0
102/08/16,"7,854.68","7,949.43","7,850.49","7,925.00",102/08/16,"11,671.98",2013-08-16,7854.68,7949.43,7850.49,7925.0,11671.98,0,0
102/08/19,"7,937.45","7,944.74","7,888.87","7,900.21",102/08/19,"11,637.31",2013-08-19,7937.45,7944.74,7888.87,7900.21,11637.31,0,0
102/08/20,"7,896.38","7,924.52","7,829.78","7,832.65",102/08/20,"11,538.15",2013-08-20,7896.38,7924.52,7829.78,7832.65,11538.15,0,0
102/08/22,"7,779.44","7,825.56","7,737.33","7,814.38",102/08/22,"11,512.56",2013-08-22,7779.44,7825.56,7737.33,7814.38,11512.56,0,0
102/08/23,"7,863.73","7,895.13","7,845.92","7,873.31",102/08/23,"11,601.81",2013-08-23,7863.73,7895.13,7845.92,7873.31,11601.81,0,0
102/08/26,"7,906.52","7,913.74","7,874.05","7,894.97",102/08/26,"11,635.47",2013-08-26,7906.52,7913.74,7874.05,7894.97,11635.47,0,0
102/08/27,"7,875.93","7,895.23","7,820.84","7,820.84",102/08/27,"11,530.40",2013-08-27,7875.93,7895.23,7820.84,7820.84,11530.4,0,0
102/08/28,"7,776.87","7,834.11","7,761.76","7,824.54",102/08/28,"11,537.06",2013-08-28,7776.87,7834.11,7761.76,7824.54,11537.06,0,0
102/08/29,"7,841.99","7,931.05","7,841.99","7,917.66",102/08/29,"11,681.90",2013-08-29,7841.99,7931.05,7841.99,7917.66,11681.9,0,0
102/08/30,"7,949.99","8,021.89","7,936.82","8,021.89",102/08/30,"11,837.00",2013-08-30,7949.99,8021.89,7936.82,8021.89,11837.0,0,0
