日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
105/03/01,"8,381.38","8,489.01","8,378.06","8,485.69",105/03/01,"13,432.27",2016-03-01,8381.38,8489.01,8378.06,8485.69,13432.27,0,0
105/03/02,"8,544.66","8,586.25","8,540.17","8,544.05",105/03/02,"13,524.65",2016-03-02,8544.66,8586.25,8540.17,8544.05,13524.65,0,0
105/03/03,"8,569.05","8,630.77","8,561.74","8,611.79",105/03/03,"13,631.89",2016-03-03,8569.05,8630.77,8561.74,8611.79,13631.89,0,0
105/03/04,"8,611.37","8,648.94","8,584.06","8,643.55",105/03/04,"13,682.17",2016-03-04,8611.37,8648.94,8584.06,8643.55,13682.17,0,0
105/03/07,"8,656.74","8,727.88","8,632.21","8,659.55",105/03/07,"13,707.48",2016-03-07,8656.74,8727.88,8632.21,8659.55,13707.48,0,0
105/03/08,"8,655.86","8,668.51","8,575.70","8,664.31",105/03/08,"13,715.02",2016-03-08,8655.86,8668.51,8575.7,8664.31,13715.02,0,0
105/03/09,"8,649.10","8,657.17","8,588.41","8,634.11",105/03/09,"13,667.22",2016-03-09,8649.1,8657.17,8588.41,8634.11,13667.22,0,0
105/03/10,"8,633.66","8,680.43","8,614.97","8,660.70",105/03/10,"13,709.32",2016-03-10,8633.66,8680.43,8614.97,8660.7,13709.32,0,0
105/03/11,"8,663.29","8,707.97","8,640.96","8,706.14",105/03/11,"13,781.24",2016-03-11,8663.29,8707.97,8640.96,8706.14,13781.24,0,0
105/03/14,"8,746.48","8,777.05","8,739.57","8,747.90",105/03/14,"13,847.34",2016-03-14,8746.48,8777.05,8739.57,8747.9,13847.34,0,0
105/03/15,"8,745.57","8,759.94","8,589.41","8,611.18",105/03/15,"13,630.92",2016-03-15,8745.57,8759.94,8589.41,8611.18,13630.92,0,0
105/03/16,"8,637.63","8,699.14","8,637.63","8,699.14",105/03/16,"13,770.16",2016-03-16,8637.63,8699.14,8637.63,8699.14,13770.16,0,0
105/03/17,"8,763.51","8,826.84","8,716.88","8,734.54",105/03/17,"13,826.18",2016-03-17,8763.51,8826.84,8716.88,8734.54,13826.18,0,0
105/03/18,"8,747.05","8,810.71","8,747.05","8,810.71",105/03/18,"13,946.77",2016-03-18,8747.05,8810.71,8747.05,8810.71,13946.77,0,0
105/03/21,"8,826.16","8,840.75","8,747.59","8,812.70",105/03/21,"13,949.92",2016-03-21,8826.16,8840.75,8747.59,8812.7,13949.92,0,0
105/03/22,"8,806.02","8,814.37","8,713.24","8,785.68",105/03/22,"13,907.14",2016-03-22,8806.02,8814.37,8713.24,8785.68,13907.14,0,0
105/03/23,"8,777.88","8,814.50","8,734.55","8,766.09",105/03/23,"13,876.13",2016-03-23,8777.88,8814.5,8734.55,8766.09,13876.13,0,0
105/03/24,"8,745.42","8,765.96","8,676.87","8,743.38",105/03/24,"13,840.19",2016-03-24,8745.42,8765.96,8676.87,8743.38,13840.19,0,0
105/03/25,"8,758.14","8,765.62","8,699.89","8,704.97",105/03/25,"13,779.38",2016-03-25,8758.14,8765.62,8699.89,8704.97,13779.38,0,0
105/03/28,"8,713.72","8,737.86","8,676.03","8,690.45",105/03/28,"13,756.40",2016-03-28,8713.72,8737.86,8676.03,8690.45,13756.4,0,0
105/03/29,"8,687.06","8,711.11","8,585.71","8,617.35",105/03/29,"13,640.69",2016-03-29,8687.06,8711.11,8585.71,8617.35,13640.69,0,0
105/03/30,"8,624.93","8,744.47","8,624.93","8,737.04",105/03/30,"13,830.15",2016-03-30,8624.93,8744.47,8624.93,8737.04,13830.15,0,0
105/03/31,"8,757.22","8,803.91","8,695.08","8,744.83",105/03/31,"13,842.48",2016-03-31,8757.22,8803.91,8695.08,8744.83,13842.48,0,0
