日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
104/12/01,"8,359.27","8,463.30","8,339.50","8,463.30",104/12/01,"13,396.84",2015-12-01,8359.27,8463.3,8339.5,8463.3,13396.84,0,0
104/12/02,"8,475.96","8,497.19","8,441.28","8,457.40",104/12/02,"13,387.49",2015-12-02,8475.96,8497.19,8441.28,8457.4,13387.49,0,0
104/12/03,"8,424.54","8,484.52","8,393.29","8,456.06",104/12/03,"13,385.38",2015-12-03,8424.54,8484.52,8393.29,8456.06,13385.38,0,0
104/12/04,"8,423.70","8,423.70","8,355.75","8,398.60",104/12/04,"13,294.42",2015-12-04,8423.7,8423.7,8355.75,8398.6,13294.42,0,0
104/12/07,"8,432.47","8,535.36","8,432.47","8,454.27",104/12/07,"13,382.54",2015-12-07,8432.47,8535.36,8432.47,8454.27,13382.54,0,0
104/12/08,"8,442.06","8,453.63","8,335.67","8,343.86",104/12/08,"13,207.77",2015-12-08,8442.06,8453.63,8335.67,8343.86,13207.77,0,0
104/12/09,"8,329.86","8,343.37","8,229.62","8,229.62",104/12/09,"13,026.93",2015-12-09,8329.86,8343.37,8229.62,8229.62,13026.93,0,0
104/12/10,"8,214.27","8,228.43","8,133.42","8,216.17",104/12/10,"13,005.65",2015-12-10,8214.27,8228.43,8133.42,8216.17,13005.65,0,0
104/12/11,"8,217.33","8,253.11","8,108.68","8,115.89",104/12/11,"12,846.91",2015-12-11,8217.33,8253.11,8108.68,8115.89,12846.91,0,0
104/12/14,"8,058.67","8,068.98","7,980.59","8,040.16",104/12/14,"12,727.03",2015-12-14,8058.67,8068.98,7980.59,8040.16,12727.03,0,0
104/12/15,"8,074.48","8,140.06","8,073.35","8,073.35",104/12/15,"12,779.57",2015-12-15,8074.48,8140.06,8073.35,8073.35,12779.57,0,0
104/12/16,"8,144.03","8,204.20","8,121.06","8,184.66",104/12/16,"12,955.77",2015-12-16,8144.03,8204.2,8121.06,8184.66,12955.77,0,0
104/12/17,"8,214.62","8,319.67","8,214.62","8,319.67",104/12/17,"13,169.48",2015-12-17,8214.62,8319.67,8214.62,8319.67,13169.48,0,0
104/12/18,"8,272.41","8,317.48","8,241.32","8,257.32",104/12/18,"13,070.79",2015-12-18,8272.41,8317.48,8241.32,8257.32,13070.79,0,0
104/12/21,"8,228.05","8,289.59","8,191.53","8,282.17",104/12/21,"13,110.11",2015-12-21,8228.05,8289.59,8191.53,8282.17,13110.11,0,0
104/12/22,"8,283.03","8,316.44","8,261.72","8,292.74",104/12/22,"13,126.86",2015-12-22,8283.03,8316.44,8261.72,8292.74,13126.86,0,0
104/12/23,"8,296.58","8,359.25","8,296.58","8,315.70",104/12/23,"13,163.19",2015-12-23,8296.58,8359.25,8296.58,8315.7,13163.19,0,0
104/12/24,"8,351.20","8,393.41","8,324.36","8,324.36",104/12/24,"13,176.90",2015-12-24,8351.2,8393.41,8324.36,8324.36,13176.9,0,0
104/12/25,"8,328.94","8,364.30","8,320.10","8,363.28",104/12/25,"13,238.52",2015-12-25,8328.94,8364.3,8320.1,8363.28,13238.52,0,0
104/12/28,"8,374.18","8,394.60","8,358.49","8,358.49",104/12/28,"13,230.93",2015-12-28,8374.18,8394.6,8358.49,8358.49,13230.93,0,0
104/12/29,"8,349.27","8,351.16","8,286.84","8,293.91",104/12/29,"13,128.71",2015-12-29,8349.27,8351.16,8286.84,8293.91,13128.71,0,0
104/12/30,"8,313.37","8,342.34","8,262.52","8,279.99",104/12/30,"13,106.66",2015-12-30,8313.37,8342.34,8262.52,8279.99,13106.66,0,0
104/12/31,"8,273.77","8,338.06","8,258.73","8,338.06",104/12/31,"13,198.59",2015-12-31,8273.77,8338.06,8258.73,8338.06,13198.59,0,0
