日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
111/08/01,"14,982.27","14,994.36","14,886.81","14,981.69",111/08/01,"30,862.41",2022-08-01,14982.27,14994.36,14886.81,14981.69,30862.41,0,0
111/08/02,"14,860.94","14,860.94","14,663.46","14,747.23",111/08/02,"30,382.48",2022-08-02,14860.94,14860.94,14663.46,14747.23,30382.48,0,0
111/08/03,"14,757.51","14,777.02","14,673.35","14,777.02",111/08/03,"30,453.48",2022-08-03,14757.51,14777.02,14673.35,14777.02,30453.48,0,0
111/08/04,"14,741.47","14,766.57","14,545.69","14,702.20",111/08/04,"30,332.58",2022-08-04,14741.47,14766.57,14545.69,14702.2,30332.58,0,0
111/08/05,"14,802.34","15,041.41","14,802.34","15,036.04",111/08/05,"31,021.45",2022-08-05,14802.34,15041.41,14802.34,15036.04,31021.45,0,0
111/08/08,"14,972.21","15,034.87","14,908.17","15,020.41",111/08/08,"30,990.22",2022-08-08,14972.21,15034.87,14908.17,15020.41,30990.22,0,0
111/08/09,"14,965.12","15,077.63","14,905.23","15,050.28",111/08/09,"31,058.17",2022-08-09,14965.12,15077.63,14905.23,15050.28,31058.17,0,0
111/08/10,"14,940.76","14,982.33","14,890.55","14,939.02",111/08/10,"30,845.08",2022-08-10,14940.76,14982.33,14890.55,14939.02,30845.08,0,0
111/08/11,"15,087.59","15,204.79","15,087.59","15,197.85",111/08/11,"31,406.04",2022-08-11,15087.59,15204.79,15087.59,15197.85,31406.04,0,0
111/08/12,"15,203.91","15,298.42","15,198.93","15,288.97",111/08/12,"31,597.15",2022-08-12,15203.91,15298.42,15198.93,15288.97,31597.15,0,0
111/08/15,"15,332.92","15,437.23","15,315.12","15,417.35",111/08/15,"31,862.57",2022-08-15,15332.92,15437.23,15315.12,15417.35,31862.57,0,0
111/08/16,"15,435.04","15,451.83","15,392.49","15,420.57",111/08/16,"31,871.72",2022-08-16,15435.04,15451.83,15392.49,15420.57,31871.72,0,0
111/08/17,"15,423.44","15,475.89","15,390.84","15,465.45",111/08/17,"31,971.14",2022-08-17,15423.44,15475.89,15390.84,15465.45,31971.14,0,0
111/08/18,"15,384.73","15,396.76","15,311.22","15,396.76",111/08/18,"31,833.17",2022-08-18,15384.73,15396.76,15311.22,15396.76,31833.17,0,0
111/08/19,"15,394.36","15,458.45","15,346.26","15,408.78",111/08/19,"31,861.63",2022-08-19,15394.36,15458.45,15346.26,15408.78,31861.63,0,0
111/08/22,"15,375.20","15,375.20","15,229.36","15,245.14",111/08/22,"31,524.04",2022-08-22,15375.2,15375.2,15229.36,15245.14,31524.04,0,0
111/08/23,"15,225.17","15,225.17","15,086.43","15,095.89",111/08/23,"31,217.56",2022-08-23,15225.17,15225.17,15086.43,15095.89,31217.56,0,0
111/08/24,"15,112.15","15,183.96","15,053.52","15,069.19",111/08/24,"31,170.55",2022-08-24,15112.15,15183.96,15053.52,15069.19,31170.55,0,0
111/08/25,"15,105.31","15,244.06","15,105.31","15,200.04",111/08/25,"31,453.34",2022-08-25,15105.31,15244.06,15105.31,15200.04,31453.34,0,0
111/08/26,"15,221.50","15,337.25","15,221.50","15,278.44",111/08/26,"31,619.42",2022-08-26,15221.5,15337.25,15221.5,15278.44,31619.42,0,0
111/08/29,"15,197.19","15,197.19","14,843.72","14,926.19",111/08/29,"30,892.09",2022-08-29,15197.19,15197.19,14843.72,14926.19,30892.09,0,0
111/08/30,"14,919.67","15,027.50","14,911.97","14,953.63",111/08/30,"30,952.11",2022-08-30,14919.67,15027.5,14911.97,14953.63,30952.11,0,0
