日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
 92/02/06,"4,975.65","4,975.65","4,833.58","4,833.58", 92/02/06,"4,834.09",2003-02-06,4975.65,4975.65,4833.58,4833.58,4834.09,0,0
 92/02/07,"4,797.38","4,833.84","4,641.06","4,735.37", 92/02/07,"4,735.87",2003-02-07,4797.38,4833.84,4641.06,4735.37,4735.87,0,0
 92/02/10,"4,696.57","4,715.18","4,627.53","4,643.87", 92/02/10,"4,644.36",2003-02-10,4696.57,4715.18,4627.53,4643.87,4644.36,0,0
 92/02/11,"4,692.82","4,704.46","4,613.62","4,618.98", 92/02/11,"4,619.47",2003-02-11,4692.82,4704.46,4613.62,4618.98,4619.47,0,0
 92/02/12,"4,599.67","4,666.21","4,592.41","4,624.87", 92/02/12,"4,625.36",2003-02-12,4599.67,4666.21,4592.41,4624.87,4625.36,0,0
 92/02/13,"4,616.62","4,639.56","4,507.96","4,507.96", 92/02/13,"4,508.43",2003-02-13,4616.62,4639.56,4507.96,4507.96,4508.43,0,0
 92/02/14,"4,562.24","4,569.83","4,463.06","4,493.99", 92/02/14,"4,494.46",2003-02-14,4562.24,4569.83,4463.06,4493.99,4494.46,0,0
 92/02/17,"4,629.57","4,707.73","4,613.36","4,705.08", 92/02/17,"4,705.58",2003-02-17,4629.57,4707.73,4613.36,4705.08,4705.58,0,0
 92/02/18,"4,698.10","4,698.10","4,595.98","4,605.31", 92/02/18,"4,605.80",2003-02-18,4698.1,4698.1,4595.98,4605.31,4605.8,0,0
 92/02/19,"4,670.15","4,672.03","4,550.83","4,550.83", 92/02/19,"4,551.32",2003-02-19,4670.15,4672.03,4550.83,4550.83,4551.32,0,0
 92/02/20,"4,555.65","4,606.75","4,520.76","4,550.70", 92/02/20,"4,551.19",2003-02-20,4555.65,4606.75,4520.76,4550.7,4551.19,0,0
 92/02/21,"4,584.60","4,594.67","4,538.46","4,548.35", 92/02/21,"4,548.83",2003-02-21,4584.6,4594.67,4538.46,4548.35,4548.83,0,0
 92/02/24,"4,585.80","4,613.08","4,538.55","4,609.20", 92/02/24,"4,609.69",2003-02-24,4585.8,4613.08,4538.55,4609.2,4609.69,0,0
 92/02/25,"4,559.32","4,559.32","4,454.35","4,454.35", 92/02/25,"4,454.82",2003-02-25,4559.32,4559.32,4454.35,4454.35,4454.82,0,0
 92/02/26,"4,478.14","4,495.64","4,436.52","4,456.69", 92/02/26,"4,457.16",2003-02-26,4478.14,4495.64,4436.52,4456.69,4457.16,0,0
 92/02/27,"4,411.54","4,473.53","4,385.61","4,432.46", 92/02/27,"4,432.93",2003-02-27,4411.54,4473.53,4385.61,4432.46,4432.93,0,0
