日期,開盤指數,最高指數,最低指數,收盤指數,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
115/08/03,"42,780.42","43,784.19","42,780.42","43,386.41","100,027.02",2026-08-03,42780.42,43784.19,42780.42,43386.41,100027.02,0,0
115/08/04,"43,092.49","43,912.77","42,895.81","43,360.66","99,978.90",2026-08-04,43092.49,43912.77,42895.81,43360.66,99978.9,0,0
115/08/05,"43,809.83","44,980.31","43,809.83","44,611.60","102,873.02",2026-08-05,43809.83,44980.31,43809.83,44611.6,102873.02,0,0
115/08/06,"44,487.94","44,601.24","44,024.32","44,396.70","102,381.13",2026-08-06,44487.94,44601.24,44024.32,44396.7,102381.13,0,0
115/08/07,"44,450.19","44,827.13","43,941.56","44,225.91","101,989.71",2026-08-07,44450.19,44827.13,43941.56,44225.91,101989.71,0,0
115/08/10,"44,540.71","45,219.40","44,540.71","44,928.76","103,618.12",2026-08-10,44540.71,45219.4,44540.71,44928.76,103618.12,0,0
115/08/11,"44,883.90","45,195.41","44,652.06","45,120.72","104,083.65",2026-08-11,44883.9,45195.41,44652.06,45120.72,104083.65,0,0
115/08/12,"45,175.70","45,529.48","45,175.70","45,518.07","105,000.81",2026-08-12,45175.7,45529.48,45175.7,45518.07,105000.81,0,0
115/08/13,"45,676.54","46,216.41","45,676.54","46,021.48","106,198.72",2026-08-13,45676.54,46216.41,45676.54,46021.48,106198.72,0,0
