日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
110/08/02,"17,256.61","17,503.28","17,231.22","17,503.28",110/08/02,"34,278.96",2021-08-02,17256.61,17503.28,17231.22,17503.28,34278.96,0,0
110/08/03,"17,489.12","17,553.76","17,456.20","17,553.76",110/08/03,"34,386.99",2021-08-03,17489.12,17553.76,17456.2,17553.76,34386.99,0,0
110/08/04,"17,588.64","17,636.11","17,557.18","17,623.89",110/08/04,"34,527.70",2021-08-04,17588.64,17636.11,17557.18,17623.89,34527.7,0,0
110/08/05,"17,624.82","17,643.97","17,566.72","17,603.12",110/08/05,"34,510.91",2021-08-05,17624.82,17643.97,17566.72,17603.12,34510.91,0,0
110/08/06,"17,593.85","17,593.85","17,469.68","17,526.28",110/08/06,"34,362.26",2021-08-06,17593.85,17593.85,17469.68,17526.28,34362.26,0,0
110/08/09,"17,505.01","17,510.09","17,350.15","17,485.15",110/08/09,"34,289.71",2021-08-09,17505.01,17510.09,17350.15,17485.15,34289.71,0,0
110/08/10,"17,492.45","17,524.91","17,305.06","17,323.64",110/08/10,"33,988.85",2021-08-10,17492.45,17524.91,17305.06,17323.64,33988.85,0,0
110/08/11,"17,308.62","17,327.20","17,090.25","17,227.18",110/08/11,"33,812.25",2021-08-11,17308.62,17327.2,17090.25,17227.18,33812.25,0,0
110/08/12,"17,221.35","17,233.11","17,139.21","17,219.94",110/08/12,"33,834.38",2021-08-12,17221.35,17233.11,17139.21,17219.94,33834.38,0,0
110/08/13,"17,216.34","17,216.34","16,978.11","16,982.11",110/08/13,"33,372.09",2021-08-13,17216.34,17216.34,16978.11,16982.11,33372.09,0,0
110/08/16,"16,941.33","16,983.59","16,773.57","16,858.77",110/08/16,"33,154.82",2021-08-16,16941.33,16983.59,16773.57,16858.77,33154.82,0,0
110/08/17,"16,841.62","16,870.55","16,657.63","16,661.36",110/08/17,"32,776.77",2021-08-17,16841.62,16870.55,16657.63,16661.36,32776.77,0,0
110/08/18,"16,630.99","16,826.27","16,418.54","16,826.27",110/08/18,"33,109.84",2021-08-18,16630.99,16826.27,16418.54,16826.27,33109.84,0,0
110/08/19,"16,777.78","16,777.78","16,375.40","16,375.40",110/08/19,"32,227.38",2021-08-19,16777.78,16777.78,16375.4,16375.4,32227.38,0,0
110/08/20,"16,426.98","16,507.11","16,248.08","16,341.94",110/08/20,"32,167.66",2021-08-20,16426.98,16507.11,16248.08,16341.94,32167.66,0,0
110/08/23,"16,459.13","16,785.29","16,459.13","16,741.84",110/08/23,"32,973.96",2021-08-23,16459.13,16785.29,16459.13,16741.84,32973.96,0,0
110/08/24,"16,830.63","16,904.30","16,779.90","16,818.73",110/08/24,"33,129.78",2021-08-24,16830.63,16904.3,16779.9,16818.73,33129.78,0,0
110/08/25,"16,821.08","17,045.86","16,821.08","17,045.86",110/08/25,"33,602.32",2021-08-25,16821.08,17045.86,16821.08,17045.86,33602.32,0,0
