日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
 93/07/01,"5,849.74","5,870.59","5,810.88","5,836.91", 93/07/01,"6,014.17",2004-07-01,5849.74,5870.59,5810.88,5836.91,6014.17,0,0
 93/07/02,"5,738.22","5,775.76","5,716.77","5,746.70", 93/07/02,"5,921.45",2004-07-02,5738.22,5775.76,5716.77,5746.7,5921.45,0,0
 93/07/05,"5,687.61","5,707.08","5,627.72","5,659.78", 93/07/05,"5,832.10",2004-07-05,5687.61,5707.08,5627.72,5659.78,5832.1,0,0
 93/07/06,"5,675.32","5,733.57","5,656.92","5,733.57", 93/07/06,"5,908.49",2004-07-06,5675.32,5733.57,5656.92,5733.57,5908.49,0,0
 93/07/07,"5,643.65","5,745.10","5,643.65","5,727.78", 93/07/07,"5,905.33",2004-07-07,5643.65,5745.1,5643.65,5727.78,5905.33,0,0
 93/07/08,"5,743.82","5,780.68","5,709.61","5,713.39", 93/07/08,"5,899.31",2004-07-08,5743.82,5780.68,5709.61,5713.39,5899.31,0,0
 93/07/09,"5,736.95","5,779.89","5,694.76","5,777.72", 93/07/09,"5,965.76",2004-07-09,5736.95,5779.89,5694.76,5777.72,5965.76,0,0
 93/07/12,"5,802.35","5,804.92","5,751.40","5,758.74", 93/07/12,"5,949.53",2004-07-12,5802.35,5804.92,5751.4,5758.74,5949.53,0,0
 93/07/13,"5,718.18","5,720.95","5,683.56","5,685.57", 93/07/13,"5,896.52",2004-07-13,5718.18,5720.95,5683.56,5685.57,5896.52,0,0
 93/07/14,"5,695.20","5,698.86","5,623.65","5,623.65", 93/07/14,"5,833.42",2004-07-14,5695.2,5698.86,5623.65,5623.65,5833.42,0,0
 93/07/15,"5,596.07","5,611.64","5,506.21","5,542.80", 93/07/15,"5,753.47",2004-07-15,5596.07,5611.64,5506.21,5542.8,5753.47,0,0
 93/07/16,"5,501.93","5,577.19","5,501.93","5,502.14", 93/07/16,"5,711.43",2004-07-16,5501.93,5577.19,5501.93,5502.14,5711.43,0,0
 93/07/19,"5,483.61","5,528.01","5,433.31","5,489.10", 93/07/19,"5,698.25",2004-07-19,5483.61,5528.01,5433.31,5489.1,5698.25,0,0
 93/07/20,"5,453.75","5,476.75","5,314.60","5,325.68", 93/07/20,"5,531.04",2004-07-20,5453.75,5476.75,5314.6,5325.68,5531.04,0,0
 93/07/21,"5,388.35","5,440.66","5,361.82","5,409.13", 93/07/21,"5,624.88",2004-07-21,5388.35,5440.66,5361.82,5409.13,5624.88,0,0
 93/07/22,"5,301.54","5,395.78","5,285.16","5,387.96", 93/07/22,"5,608.95",2004-07-22,5301.54,5395.78,5285.16,5387.96,5608.95,0,0
 93/07/23,"5,372.35","5,427.65","5,360.30","5,373.85", 93/07/23,"5,608.45",2004-07-23,5372.35,5427.65,5360.3,5373.85,5608.45,0,0
 93/07/26,"5,318.67","5,336.86","5,297.26","5,331.71", 93/07/26,"5,565.06",2004-07-26,5318.67,5336.86,5297.26,5331.71,5565.06,0,0
 93/07/27,"5,335.56","5,429.74","5,280.42","5,398.61", 93/07/27,"5,636.08",2004-07-27,5335.56,5429.74,5280.42,5398.61,5636.08,0,0
 93/07/28,"5,431.59","5,444.71","5,375.69","5,383.57", 93/07/28,"5,623.98",2004-07-28,5431.59,5444.71,5375.69,5383.57,5623.98,0,0
 93/07/29,"5,378.23","5,399.22","5,349.66","5,349.66", 93/07/29,"5,593.94",2004-07-29,5378.23,5399.22,5349.66,5349.66,5593.94,0,0
 93/07/30,"5,414.70","5,450.38","5,405.31","5,420.57", 93/07/30,"5,670.90",2004-07-30,5414.7,5450.38,5405.31,5420.57,5670.9,0,0
