Date,Close,Adj Close,Dividends,Stock Splits
2014-02-27 00:00:00+08:00,58.51,58.51,0,0
2014-02-26 00:00:00+08:00,58.29,58.29,0,0
2014-02-25 00:00:00+08:00,58.18,58.18,0,0
2014-02-24 00:00:00+08:00,58.03,58.03,0,0
2014-02-21 00:00:00+08:00,58.45,58.45,0,0
2014-02-20 00:00:00+08:00,57.84,57.84,0,0
2014-02-19 00:00:00+08:00,58.39,58.39,0,0
2014-02-18 00:00:00+08:00,58.28,58.28,0,0
2014-02-17 00:00:00+08:00,58.06,58.06,0,0
2014-02-14 00:00:00+08:00,58.01,58.01,0,0
2014-02-13 00:00:00+08:00,57.4,57.4,0,0
2014-02-12 00:00:00+08:00,57.68,57.68,0,0
2014-02-11 00:00:00+08:00,57.01,57.01,0,0
2014-02-10 00:00:00+08:00,56.68,56.68,0,0
2014-02-07 00:00:00+08:00,56.72,56.72,0,0
2014-02-06 00:00:00+08:00,56.1,56.1,0,0
2014-02-05 00:00:00+08:00,55.76,55.76,0,0
