Date,Close,Adj Close,Dividends,Stock Splits
2019-10-31 00:00:00+08:00,90.04,90.04,0,0
2019-10-30 00:00:00+08:00,90.1,90.1,0,0
2019-10-29 00:00:00+08:00,89.81,89.81,0,0
2019-10-28 00:00:00+08:00,89.29,89.29,0,0
2019-10-25 00:00:00+08:00,89.09,89.09,0,0
2019-10-24 00:00:00+08:00,89.22,89.22,0,0
2019-10-23 00:00:00+08:00,88.67,88.67,0,0
2019-10-22 00:00:00+08:00,89.02,89.02,0,0
2019-10-21 00:00:00+08:00,88.08,88.08,0,0
2019-10-18 00:00:00+08:00,88.24,88.24,0,0
2019-10-17 00:00:00+08:00,88.35,88.35,0,0
2019-10-16 00:00:00+08:00,88.3,88.3,0,0
2019-10-15 00:00:00+08:00,87.84,87.84,0,0
2019-10-14 00:00:00+08:00,87.34,87.34,0,0
2019-10-09 00:00:00+08:00,85.7,85.7,0,0
2019-10-08 00:00:00+08:00,86.88,86.88,0,0
2019-10-07 00:00:00+08:00,85.72,85.72,0,0
2019-10-05 00:00:00+08:00,,,0,0
2019-10-04 00:00:00+08:00,85.36,85.36,0,0
2019-10-03 00:00:00+08:00,85.17,85.17,0,0
2019-10-02 00:00:00+08:00,85.9,85.9,0,0
2019-10-01 00:00:00+08:00,86.2,86.2,0,0
