Date,Close,Adj Close,Dividends,Stock Splits
2022-08-31 00:00:00+08:00,117.87,117.87,0,0
2022-08-30 00:00:00+08:00,116.52,116.52,0,0
2022-08-29 00:00:00+08:00,116.69,116.69,0,0
2022-08-26 00:00:00+08:00,119.67,119.67,0,0
2022-08-25 00:00:00+08:00,119.0,119.0,0,0
2022-08-24 00:00:00+08:00,117.97,117.97,0,0
2022-08-23 00:00:00+08:00,118.36,118.36,0,0
2022-08-22 00:00:00+08:00,119.81,119.81,0,0
2022-08-19 00:00:00+08:00,121.48,121.48,0,0
2022-08-18 00:00:00+08:00,121.56,121.56,0,0
2022-08-17 00:00:00+08:00,122.58,122.58,0,0
2022-08-16 00:00:00+08:00,122.13,122.13,0,0
2022-08-15 00:00:00+08:00,122.02,122.02,0,0
2022-08-12 00:00:00+08:00,121.0,121.0,0,0
2022-08-11 00:00:00+08:00,120.48,120.48,0,0
2022-08-10 00:00:00+08:00,117.88,117.88,0,0
2022-08-09 00:00:00+08:00,119.14,119.14,0,0
2022-08-08 00:00:00+08:00,119.14,119.14,0,0
2022-08-05 00:00:00+08:00,119.49,119.49,0,0
2022-08-04 00:00:00+08:00,116.52,116.52,0,0
2022-08-03 00:00:00+08:00,116.88,116.88,0,0
2022-08-02 00:00:00+08:00,115.85,115.85,0,0
2022-08-01 00:00:00+08:00,117.91,117.91,0,0
