Date,Close,Adj Close,Dividends,Stock Splits
2021-11-30 00:00:00+08:00,138.49,138.49,0,0
2021-11-29 00:00:00+08:00,138.06,138.06,0,0
2021-11-26 00:00:00+08:00,138.41,138.41,0,0
2021-11-25 00:00:00+08:00,140.51,140.51,0,0
2021-11-24 00:00:00+08:00,140.43,140.43,0,0
2021-11-23 00:00:00+08:00,141.39,141.39,0,0
2021-11-22 00:00:00+08:00,142.35,142.35,0,0
2021-11-19 00:00:00+08:00,142.92,142.92,0,0
2021-11-18 00:00:00+08:00,142.75,142.75,0,0
2021-11-17 00:00:00+08:00,141.8,141.8,0,0
2021-11-16 00:00:00+08:00,141.48,141.48,0,0
2021-11-15 00:00:00+08:00,140.97,140.97,0,0
2021-11-12 00:00:00+08:00,139.98,139.98,0,0
2021-11-11 00:00:00+08:00,139.57,139.57,0,0
2021-11-10 00:00:00+08:00,140.76,140.76,0,0
2021-11-09 00:00:00+08:00,140.87,140.87,0,0
2021-11-08 00:00:00+08:00,139.73,139.73,0,0
2021-11-05 00:00:00+08:00,138.62,138.62,0,0
2021-11-04 00:00:00+08:00,136.31,136.31,0,0
2021-11-03 00:00:00+08:00,136.92,136.92,0,0
2021-11-02 00:00:00+08:00,136.66,136.66,0,0
2021-11-01 00:00:00+08:00,136.36,136.36,0,0
