Date,Close,Adj Close,Dividends,Stock Splits
2020-06-30 00:00:00+08:00,51.39,51.39,0,0
2020-06-29 00:00:00+08:00,51.06,51.06,0,0
2020-06-28 00:00:00+08:00,,,0,0
2020-06-27 00:00:00+08:00,,,0,0
2020-06-26 00:00:00+08:00,,,0,0
2020-06-25 00:00:00+08:00,,,0,0
2020-06-24 00:00:00+08:00,51.64,51.64,0,0
2020-06-23 00:00:00+08:00,51.33,51.33,0,0
2020-06-22 00:00:00+08:00,51.03,51.03,0,0
2020-06-21 00:00:00+08:00,,,0,0
2020-06-20 00:00:00+08:00,,,0,0
2020-06-19 00:00:00+08:00,50.96,50.96,0,0
2020-06-18 00:00:00+08:00,50.91,50.91,0,0
2020-06-17 00:00:00+08:00,50.85,50.85,0,0
2020-06-16 00:00:00+08:00,50.78,50.78,0,0
2020-06-15 00:00:00+08:00,49.88,49.88,0,0
2020-06-14 00:00:00+08:00,,,0,0
2020-06-13 00:00:00+08:00,,,0,0
2020-06-12 00:00:00+08:00,50.54,50.54,0,0
2020-06-11 00:00:00+08:00,51.15,51.15,0,0
2020-06-10 00:00:00+08:00,51.81,51.81,0,0
2020-06-09 00:00:00+08:00,51.38,51.38,0,0
2020-06-08 00:00:00+08:00,51.28,51.28,0,0
2020-06-07 00:00:00+08:00,,,0,0
2020-06-06 00:00:00+08:00,,,0,0
2020-06-05 00:00:00+08:00,50.52,50.52,0,0
2020-06-04 00:00:00+08:00,50.07,50.07,0,0
2020-06-03 00:00:00+08:00,49.67,49.67,0,0
2020-06-02 00:00:00+08:00,48.81,48.81,0,0
2020-06-01 00:00:00+08:00,48.46,48.46,0,0
