Date,Close,Adj Close,Dividends,Stock Splits
2019-11-30 00:00:00+08:00,,,0,0
2019-11-29 00:00:00+08:00,50.69,50.69,0,0
2019-11-28 00:00:00+08:00,51.36,51.36,0,0
2019-11-27 00:00:00+08:00,51.52,51.52,0,0
2019-11-26 00:00:00+08:00,51.11,51.11,0,0
2019-11-25 00:00:00+08:00,51.11,51.11,0,0
2019-11-24 00:00:00+08:00,,,0,0
2019-11-23 00:00:00+08:00,,,0,0
2019-11-22 00:00:00+08:00,51.23,51.23,0,0
2019-11-21 00:00:00+08:00,51.27,51.27,0,0
2019-11-20 00:00:00+08:00,51.68,51.68,0,0
2019-11-19 00:00:00+08:00,53.0,53.0,0,0
2019-11-18 00:00:00+08:00,52.61,52.61,0,0
2019-11-17 00:00:00+08:00,,,0,0
2019-11-16 00:00:00+08:00,,,0,0
2019-11-15 00:00:00+08:00,52.18,52.18,0,0
2019-11-14 00:00:00+08:00,51.74,51.74,0,0
2019-11-13 00:00:00+08:00,51.78,51.78,0,0
2019-11-12 00:00:00+08:00,52.04,52.04,0,0
2019-11-11 00:00:00+08:00,51.57,51.57,0,0
2019-11-10 00:00:00+08:00,,,0,0
2019-11-09 00:00:00+08:00,,,0,0
2019-11-08 00:00:00+08:00,52.3,52.3,0,0
2019-11-07 00:00:00+08:00,52.55,52.55,0,0
2019-11-06 00:00:00+08:00,52.77,52.77,0,0
2019-11-05 00:00:00+08:00,52.61,52.61,0,0
2019-11-04 00:00:00+08:00,52.12,52.12,0,0
2019-11-03 00:00:00+08:00,,,0,0
2019-11-02 00:00:00+08:00,,,0,0
2019-11-01 00:00:00+08:00,51.12,51.12,0,0
