Date,Close,Adj Close,Dividends,Stock Splits
2012-11-30 00:00:00+08:00,30.66,30.66,0,0
2012-11-29 00:00:00+08:00,30.29,30.29,0,0
2012-11-28 00:00:00+08:00,30.02,30.02,0,0
2012-11-27 00:00:00+08:00,30.01,30.01,0,0
2012-11-26 00:00:00+08:00,29.9,29.9,0,0
2012-11-25 00:00:00+08:00,,,0,0
2012-11-24 00:00:00+08:00,,,0,0
2012-11-23 00:00:00+08:00,29.61,29.61,0,0
2012-11-22 00:00:00+08:00,28.65,28.65,0,0
2012-11-21 00:00:00+08:00,28.59,28.59,0,0
2012-11-20 00:00:00+08:00,28.76,28.76,0,0
2012-11-19 00:00:00+08:00,28.67,28.67,0,0
2012-11-18 00:00:00+08:00,,,0,0
2012-11-17 00:00:00+08:00,,,0,0
2012-11-16 00:00:00+08:00,28.58,28.58,0,0
2012-11-15 00:00:00+08:00,28.59,28.59,0,0
2012-11-14 00:00:00+08:00,28.71,28.71,0,0
2012-11-13 00:00:00+08:00,28.61,28.61,0,0
2012-11-12 00:00:00+08:00,29.18,29.18,0,0
2012-11-11 00:00:00+08:00,,,0,0
2012-11-10 00:00:00+08:00,,,0,0
2012-11-09 00:00:00+08:00,29.27,29.27,0,0
2012-11-08 00:00:00+08:00,29.12,29.12,0,0
2012-11-07 00:00:00+08:00,29.26,29.26,0,0
2012-11-06 00:00:00+08:00,29.08,29.08,0,0
2012-11-05 00:00:00+08:00,28.88,28.88,0,0
2012-11-04 00:00:00+08:00,,,0,0
2012-11-03 00:00:00+08:00,,,0,0
2012-11-02 00:00:00+08:00,28.97,28.97,0,0
2012-11-01 00:00:00+08:00,28.83,28.83,0,0
