Date,Close,Adj Close,Dividends,Stock Splits
2014-08-31 00:00:00+08:00,,,0,0
2014-08-30 00:00:00+08:00,,,0,0
2014-08-29 00:00:00+08:00,39.46,39.46,0,0
2014-08-28 00:00:00+08:00,39.76,39.76,0,0
2014-08-27 00:00:00+08:00,39.69,39.69,0,0
2014-08-26 00:00:00+08:00,39.28,39.28,0,0
2014-08-25 00:00:00+08:00,39.34,39.34,0,0
2014-08-24 00:00:00+08:00,,,0,0
2014-08-23 00:00:00+08:00,,,0,0
2014-08-22 00:00:00+08:00,39.39,39.39,0,0
2014-08-21 00:00:00+08:00,38.91,38.91,0,0
2014-08-20 00:00:00+08:00,39.01,39.01,0,0
2014-08-19 00:00:00+08:00,38.68,38.68,0,0
2014-08-18 00:00:00+08:00,38.22,38.22,0,0
2014-08-17 00:00:00+08:00,,,0,0
2014-08-16 00:00:00+08:00,,,0,0
2014-08-15 00:00:00+08:00,38.41,38.41,0,0
2014-08-14 00:00:00+08:00,38.49,38.49,0,0
2014-08-13 00:00:00+08:00,38.27,38.27,0,0
2014-08-12 00:00:00+08:00,37.9,37.9,0,0
2014-08-11 00:00:00+08:00,37.84,37.84,0,0
2014-08-10 00:00:00+08:00,,,0,0
2014-08-09 00:00:00+08:00,,,0,0
2014-08-08 00:00:00+08:00,37.51,37.51,0,0
2014-08-07 00:00:00+08:00,37.68,37.68,0,0
2014-08-06 00:00:00+08:00,37.61,37.61,0,0
2014-08-05 00:00:00+08:00,37.3,37.3,0,0
2014-08-04 00:00:00+08:00,38.25,38.25,0,0
2014-08-03 00:00:00+08:00,,,0,0
2014-08-02 00:00:00+08:00,,,0,0
2014-08-01 00:00:00+08:00,37.84,37.84,0,0
