Date,Close,Adj Close,Dividends,Stock Splits
2013-10-31 00:00:00+08:00,33.26,33.26,0,0
2013-10-30 00:00:00+08:00,33.34,33.34,0,0
2013-10-29 00:00:00+08:00,33.78,33.78,0,0
2013-10-28 00:00:00+08:00,33.75,33.75,0,0
2013-10-27 00:00:00+08:00,,,0,0
2013-10-26 00:00:00+08:00,,,0,0
2013-10-25 00:00:00+08:00,33.4,33.4,0,0
2013-10-24 00:00:00+08:00,33.76,33.76,0,0
2013-10-23 00:00:00+08:00,33.71,33.71,0,0
2013-10-22 00:00:00+08:00,33.84,33.84,0,0
2013-10-21 00:00:00+08:00,33.76,33.76,0,0
2013-10-20 00:00:00+08:00,,,0,0
2013-10-19 00:00:00+08:00,,,0,0
2013-10-18 00:00:00+08:00,33.84,33.84,0,0
2013-10-17 00:00:00+08:00,33.51,33.51,0,0
2013-10-16 00:00:00+08:00,33.29,33.29,0,0
2013-10-15 00:00:00+08:00,33.51,33.51,0,0
2013-10-14 00:00:00+08:00,33.14,33.14,0,0
2013-10-13 00:00:00+08:00,,,0,0
2013-10-12 00:00:00+08:00,,,0,0
2013-10-11 00:00:00+08:00,33.46,33.46,0,0
2013-10-10 00:00:00+08:00,,,0,0
2013-10-09 00:00:00+08:00,33.38,33.38,0,0
2013-10-08 00:00:00+08:00,33.42,33.42,0,0
2013-10-07 00:00:00+08:00,33.14,33.14,0,0
2013-10-06 00:00:00+08:00,,,0,0
2013-10-05 00:00:00+08:00,,,0,0
2013-10-04 00:00:00+08:00,33.37,33.37,0,0
2013-10-03 00:00:00+08:00,33.44,33.44,0,0
2013-10-02 00:00:00+08:00,32.77,32.77,0,0
2013-10-01 00:00:00+08:00,32.66,32.66,0,0
