日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/09/01,"20,693.30","47,020.06",2025-09-01,20693.3,47020.06,0,0
114/09/02,"20,670.34","46,970.75",2025-09-02,20670.34,46970.75,0,0
114/09/03,"20,704.65","47,048.69",2025-09-03,20704.65,47048.69,0,0
114/09/04,"20,744.41","47,139.04",2025-09-04,20744.41,47139.04,0,0
114/09/05,"21,068.43","47,875.35",2025-09-05,21068.43,47875.35,0,0
114/09/08,"21,082.41","47,907.11",2025-09-08,21082.41,47907.11,0,0
114/09/09,"21,442.69","48,725.81",2025-09-09,21442.69,48725.81,0,0
114/09/10,"21,828.17","49,614.16",2025-09-10,21828.17,49614.16,0,0
114/09/11,"21,999.24","50,002.99",2025-09-11,21999.24,50002.99,0,0
114/09/12,"22,283.02","50,648.01",2025-09-12,22283.02,50648.01,0,0
114/09/15,"22,191.93","50,440.96",2025-09-15,22191.93,50440.96,0,0
114/09/16,"22,484.80","51,228.35",2025-09-16,22484.8,51228.35,0,0
114/09/17,"22,268.25","50,734.97",2025-09-17,22268.25,50734.97,0,0
114/09/18,"22,587.36","51,462.03",2025-09-18,22587.36,51462.03,0,0
114/09/19,"22,345.80","50,911.67",2025-09-19,22345.8,50911.67,0,0
