日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 95/09/01,"5,040.35","5,812.55",2006-09-01,5040.35,5812.55,0,0
 95/09/04,"5,126.51","5,911.91",2006-09-04,5126.51,5911.91,0,0
 95/09/05,"5,115.23","5,898.90",2006-09-05,5115.23,5898.9,0,0
 95/09/06,"5,077.06","5,854.89",2006-09-06,5077.06,5854.89,0,0
 95/09/07,"5,073.80","5,851.13",2006-09-07,5073.8,5851.13,0,0
 95/09/08,"5,083.17","5,861.93",2006-09-08,5083.17,5861.93,0,0
 95/09/11,"5,076.94","5,854.74",2006-09-11,5076.94,5854.74,0,0
 95/09/12,"5,034.16","5,805.41",2006-09-12,5034.16,5805.41,0,0
 95/09/13,"5,079.52","5,857.72",2006-09-13,5079.52,5857.72,0,0
 95/09/14,"5,054.00","5,829.81",2006-09-14,5054.0,5829.81,0,0
 95/09/15,"5,124.51","5,911.15",2006-09-15,5124.51,5911.15,0,0
 95/09/18,"5,277.35","6,092.17",2006-09-18,5277.35,6092.17,0,0
 95/09/19,"5,264.54","6,077.39",2006-09-19,5264.54,6077.39,0,0
 95/09/20,"5,253.29","6,064.40",2006-09-20,5253.29,6064.4,0,0
 95/09/21,"5,252.60","6,063.61",2006-09-21,5252.6,6063.61,0,0
 95/09/22,"5,233.53","6,041.59",2006-09-22,5233.53,6041.59,0,0
 95/09/25,"5,246.44","6,056.49",2006-09-25,5246.44,6056.49,0,0
 95/09/26,"5,242.18","6,051.58",2006-09-26,5242.18,6051.58,0,0
 95/09/27,"5,275.06","6,089.53",2006-09-27,5275.06,6089.53,0,0
 95/09/28,"5,221.48","6,027.69",2006-09-28,5221.48,6027.69,0,0
 95/09/29,"5,208.32","6,012.49",2006-09-29,5208.32,6012.49,0,0
