日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/10/01,"8,339.66","15,703.75",2019-10-01,8339.66,15703.75,0,0
108/10/02,"8,311.23","15,650.21",2019-10-02,8311.23,15650.21,0,0
108/10/03,"8,239.83","15,515.77",2019-10-03,8239.83,15515.77,0,0
108/10/04,"8,257.75","15,549.51",2019-10-04,8257.75,15549.51,0,0
108/10/07,"8,293.76","15,617.32",2019-10-07,8293.76,15617.32,0,0
108/10/08,"8,408.03","15,832.49",2019-10-08,8408.03,15832.49,0,0
108/10/09,"8,293.21","15,616.28",2019-10-09,8293.21,15616.28,0,0
108/10/14,"8,453.55","15,918.21",2019-10-14,8453.55,15918.21,0,0
108/10/15,"8,502.20","16,009.82",2019-10-15,8502.2,16009.82,0,0
108/10/16,"8,547.80","16,095.68",2019-10-16,8547.8,16095.68,0,0
108/10/17,"8,552.02","16,103.64",2019-10-17,8552.02,16103.64,0,0
108/10/18,"8,541.06","16,082.99",2019-10-18,8541.06,16082.99,0,0
108/10/21,"8,524.86","16,052.48",2019-10-21,8524.86,16052.48,0,0
108/10/22,"8,617.17","16,226.31",2019-10-22,8617.17,16226.31,0,0
108/10/23,"8,583.30","16,162.53",2019-10-23,8583.3,16162.53,0,0
108/10/24,"8,635.89","16,261.56",2019-10-24,8635.89,16261.56,0,0
108/10/25,"8,623.28","16,237.81",2019-10-25,8623.28,16237.81,0,0
108/10/28,"8,642.53","16,274.06",2019-10-28,8642.53,16274.06,0,0
108/10/29,"8,695.30","16,373.44",2019-10-29,8695.3,16373.44,0,0
108/10/30,"8,723.80","16,427.10",2019-10-30,8723.8,16427.1,0,0
108/10/31,"8,718.08","16,416.32",2019-10-31,8718.08,16416.32,0,0
