日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 97/03/03,"5,917.56","7,063.24",2008-03-03,5917.56,7063.24,0,0
 97/03/04,"6,068.30","7,243.16",2008-03-04,6068.3,7243.16,0,0
 97/03/05,"6,074.37","7,250.41",2008-03-05,6074.37,7250.41,0,0
 97/03/06,"6,237.33","7,444.92",2008-03-06,6237.33,7444.92,0,0
 97/03/07,"6,141.44","7,330.46",2008-03-07,6141.44,7330.46,0,0
 97/03/10,"5,950.75","7,102.85",2008-03-10,5950.75,7102.85,0,0
 97/03/11,"6,005.33","7,168.00",2008-03-11,6005.33,7168.0,0,0
 97/03/12,"6,053.52","7,225.52",2008-03-12,6053.52,7225.52,0,0
 97/03/13,"5,898.49","7,040.47",2008-03-13,5898.49,7040.47,0,0
 97/03/14,"5,854.55","6,988.03",2008-03-14,5854.55,6988.03,0,0
 97/03/17,"5,729.49","6,838.75",2008-03-17,5729.49,6838.75,0,0
 97/03/18,"5,756.74","6,871.28",2008-03-18,5756.74,6871.28,0,0
 97/03/19,"5,871.43","7,008.17",2008-03-19,5871.43,7008.17,0,0
 97/03/20,"5,977.61","7,134.91",2008-03-20,5977.61,7134.91,0,0
 97/03/21,"6,141.63","7,330.69",2008-03-21,6141.63,7330.69,0,0
 97/03/24,"6,386.31","7,622.74",2008-03-24,6386.31,7622.74,0,0
 97/03/25,"6,333.74","7,560.00",2008-03-25,6333.74,7560.0,0,0
 97/03/26,"6,299.82","7,519.51",2008-03-26,6299.82,7519.51,0,0
 97/03/27,"6,138.22","7,326.62",2008-03-27,6138.22,7326.62,0,0
 97/03/28,"6,121.62","7,306.81",2008-03-28,6121.62,7306.81,0,0
 97/03/31,"6,080.96","7,258.27",2008-03-31,6080.96,7258.27,0,0
