日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/10/01,"13,135.44","26,284.49",2021-10-01,13135.44,26284.49,0,0
110/10/04,"13,043.13","26,099.76",2021-10-04,13043.13,26099.76,0,0
110/10/05,"13,034.57","26,082.64",2021-10-05,13034.57,26082.64,0,0
110/10/06,"13,020.02","26,053.52",2021-10-06,13020.02,26053.52,0,0
110/10/07,"13,257.18","26,528.09",2021-10-07,13257.18,26528.09,0,0
110/10/08,"13,167.10","26,347.85",2021-10-08,13167.1,26347.85,0,0
110/10/12,"13,052.63","26,118.79",2021-10-12,13052.63,26118.79,0,0
110/10/13,"12,964.75","25,942.92",2021-10-13,12964.75,25942.92,0,0
110/10/14,"12,979.73","25,972.90",2021-10-14,12979.73,25972.9,0,0
110/10/15,"13,383.33","26,780.53",2021-10-15,13383.33,26780.53,0,0
110/10/18,"13,269.27","26,552.28",2021-10-18,13269.27,26552.28,0,0
110/10/19,"13,437.40","26,888.72",2021-10-19,13437.4,26888.72,0,0
110/10/20,"13,408.93","26,831.76",2021-10-20,13408.93,26831.76,0,0
110/10/21,"13,399.49","26,812.87",2021-10-21,13399.49,26812.87,0,0
110/10/22,"13,418.20","26,850.30",2021-10-22,13418.2,26850.3,0,0
110/10/25,"13,375.99","26,765.83",2021-10-25,13375.99,26765.83,0,0
110/10/26,"13,507.30","27,028.59",2021-10-26,13507.3,27028.59,0,0
110/10/27,"13,508.29","27,030.58",2021-10-27,13508.29,27030.58,0,0
110/10/28,"13,452.58","26,919.09",2021-10-28,13452.58,26919.09,0,0
