日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 99/04/01,"5,449.40","7,077.20",2010-04-01,5449.4,7077.2,0,0
 99/04/02,"5,453.22","7,082.16",2010-04-02,5453.22,7082.16,0,0
 99/04/06,"5,506.51","7,151.38",2010-04-06,5506.51,7151.38,0,0
 99/04/07,"5,529.26","7,180.92",2010-04-07,5529.26,7180.92,0,0
 99/04/08,"5,474.53","7,109.84",2010-04-08,5474.53,7109.84,0,0
 99/04/09,"5,501.86","7,145.33",2010-04-09,5501.86,7145.33,0,0
 99/04/12,"5,520.17","7,169.12",2010-04-12,5520.17,7169.12,0,0
 99/04/13,"5,458.98","7,089.65",2010-04-13,5458.98,7089.65,0,0
 99/04/14,"5,500.82","7,143.98",2010-04-14,5500.82,7143.98,0,0
 99/04/15,"5,544.94","7,201.28",2010-04-15,5544.94,7201.28,0,0
 99/04/16,"5,490.49","7,130.57",2010-04-16,5490.49,7130.57,0,0
 99/04/19,"5,351.45","6,949.99",2010-04-19,5351.45,6949.99,0,0
 99/04/20,"5,377.65","6,984.02",2010-04-20,5377.65,6984.02,0,0
 99/04/21,"5,430.33","7,052.43",2010-04-21,5430.33,7052.43,0,0
 99/04/22,"5,423.05","7,042.98",2010-04-22,5423.05,7042.98,0,0
 99/04/23,"5,440.06","7,065.07",2010-04-23,5440.06,7065.07,0,0
 99/04/26,"5,567.30","7,230.32",2010-04-26,5567.3,7230.32,0,0
 99/04/27,"5,568.82","7,232.29",2010-04-27,5568.82,7232.29,0,0
 99/04/28,"5,513.32","7,160.22",2010-04-28,5513.32,7160.22,0,0
 99/04/29,"5,474.03","7,109.19",2010-04-29,5474.03,7109.19,0,0
 99/04/30,"5,465.07","7,097.55",2010-04-30,5465.07,7097.55,0,0
