日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/05/02,"17,465.10","38,991.36",2025-05-02,17465.1,38991.36,0,0
114/05/05,"17,247.13","38,504.73",2025-05-05,17247.13,38504.73,0,0
114/05/06,"17,145.31","38,277.42",2025-05-06,17145.31,38277.42,0,0
114/05/07,"17,208.33","38,418.12",2025-05-07,17208.33,38418.12,0,0
114/05/08,"17,128.30","38,239.43",2025-05-08,17128.3,38239.43,0,0
114/05/09,"17,538.54","39,155.32",2025-05-09,17538.54,39155.32,0,0
114/05/12,"17,707.61","39,532.77",2025-05-12,17707.61,39532.77,0,0
114/05/13,"17,922.91","40,013.42",2025-05-13,17922.91,40013.42,0,0
114/05/14,"18,374.11","41,020.76",2025-05-14,18374.11,41020.76,0,0
114/05/15,"18,316.01","40,891.04",2025-05-15,18316.01,40891.04,0,0
114/05/16,"18,402.36","41,083.83",2025-05-16,18402.36,41083.83,0,0
114/05/19,"18,116.72","40,446.13",2025-05-19,18116.72,40446.13,0,0
114/05/20,"18,093.89","40,395.15",2025-05-20,18093.89,40395.15,0,0
114/05/21,"18,333.23","40,929.49",2025-05-21,18333.23,40929.49,0,0
