日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 92/02/06,"3,449.87","3,490.16",2003-02-06,3449.87,3490.16,0,0
 92/02/07,"3,370.48","3,409.83",2003-02-07,3370.48,3409.83,0,0
 92/02/10,"3,311.04","3,349.70",2003-02-10,3311.04,3349.7,0,0
 92/02/11,"3,316.36","3,355.09",2003-02-11,3316.36,3355.09,0,0
 92/02/12,"3,306.38","3,344.99",2003-02-12,3306.38,3344.99,0,0
 92/02/13,"3,232.71","3,270.46",2003-02-13,3232.71,3270.46,0,0
 92/02/14,"3,228.66","3,266.36",2003-02-14,3228.66,3266.36,0,0
 92/02/17,"3,393.26","3,432.89",2003-02-17,3393.26,3432.89,0,0
 92/02/18,"3,319.76","3,358.52",2003-02-18,3319.76,3358.52,0,0
 92/02/19,"3,277.26","3,315.52",2003-02-19,3277.26,3315.52,0,0
 92/02/20,"3,297.85","3,336.35",2003-02-20,3297.85,3336.35,0,0
 92/02/21,"3,304.47","3,343.06",2003-02-21,3304.47,3343.06,0,0
 92/02/24,"3,353.38","3,392.54",2003-02-24,3353.38,3392.54,0,0
 92/02/25,"3,223.83","3,261.48",2003-02-25,3223.83,3261.48,0,0
 92/02/26,"3,221.10","3,258.72",2003-02-26,3221.1,3258.72,0,0
 92/02/27,"3,207.87","3,245.33",2003-02-27,3207.87,3245.33,0,0
