日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/04/01,"17,689.58","39,492.51",2025-04-01,17689.58,39492.51,0,0
114/04/02,"17,671.50","39,452.14",2025-04-02,17671.5,39452.14,0,0
114/04/07,"15,941.79","35,590.52",2025-04-07,15941.79,35590.52,0,0
114/04/08,"15,374.73","34,324.55",2025-04-08,15374.73,34324.55,0,0
114/04/09,"14,605.51","32,607.24",2025-04-09,14605.51,32607.24,0,0
114/04/10,"15,981.58","35,679.36",2025-04-10,15981.58,35679.36,0,0
114/04/11,"16,500.98","36,838.94",2025-04-11,16500.98,36838.94,0,0
114/04/14,"16,338.76","36,476.77",2025-04-14,16338.76,36476.77,0,0
114/04/15,"16,541.76","36,929.97",2025-04-15,16541.76,36929.97,0,0
114/04/16,"16,204.66","36,177.39",2025-04-16,16204.66,36177.39,0,0
114/04/17,"16,048.34","35,828.41",2025-04-17,16048.34,35828.41,0,0
114/04/18,"16,112.36","35,971.32",2025-04-18,16112.36,35971.32,0,0
114/04/21,"15,895.16","35,486.41",2025-04-21,15895.16,35486.41,0,0
114/04/22,"15,570.57","34,761.75",2025-04-22,15570.57,34761.75,0,0
