日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/05/02,"6,149.44","9,218.51",2014-05-02,6149.44,9218.51,0,0
103/05/05,"6,143.24","9,209.21",2014-05-05,6143.24,9209.21,0,0
103/05/06,"6,179.38","9,263.39",2014-05-06,6179.38,9263.39,0,0
103/05/07,"6,168.53","9,247.13",2014-05-07,6168.53,9247.13,0,0
103/05/08,"6,191.36","9,281.36",2014-05-08,6191.36,9281.36,0,0
103/05/09,"6,174.97","9,256.78",2014-05-09,6174.97,9256.78,0,0
103/05/12,"6,109.85","9,159.16",2014-05-12,6109.85,9159.16,0,0
103/05/13,"6,140.33","9,204.85",2014-05-13,6140.33,9204.85,0,0
103/05/14,"6,199.52","9,293.58",2014-05-14,6199.52,9293.58,0,0
103/05/15,"6,199.69","9,293.84",2014-05-15,6199.69,9293.84,0,0
103/05/16,"6,208.22","9,306.63",2014-05-16,6208.22,9306.63,0,0
103/05/19,"6,207.06","9,304.89",2014-05-19,6207.06,9304.89,0,0
103/05/20,"6,202.38","9,297.88",2014-05-20,6202.38,9297.88,0,0
103/05/21,"6,182.12","9,267.51",2014-05-21,6182.12,9267.51,0,0
103/05/22,"6,269.06","9,397.83",2014-05-22,6269.06,9397.83,0,0
103/05/23,"6,296.22","9,438.55",2014-05-23,6296.22,9438.55,0,0
103/05/26,"6,307.30","9,455.16",2014-05-26,6307.3,9455.16,0,0
103/05/27,"6,331.12","9,490.86",2014-05-27,6331.12,9490.86,0,0
103/05/28,"6,380.09","9,564.27",2014-05-28,6380.09,9564.27,0,0
103/05/29,"6,355.27","9,527.08",2014-05-29,6355.27,9527.08,0,0
103/05/30,"6,301.04","9,445.77",2014-05-30,6301.04,9445.77,0,0
