日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/08/01,"5,516.01","8,198.14",2013-08-01,5516.01,8198.14,0,0
102/08/02,"5,549.41","8,251.82",2013-08-02,5549.41,8251.82,0,0
102/08/05,"5,571.45","8,284.58",2013-08-05,5571.45,8284.58,0,0
102/08/06,"5,485.24","8,156.40",2013-08-06,5485.24,8156.4,0,0
102/08/07,"5,402.12","8,039.77",2013-08-07,5402.12,8039.77,0,0
102/08/08,"5,378.84","8,023.03",2013-08-08,5378.84,8023.03,0,0
102/08/09,"5,339.58","7,964.45",2013-08-09,5339.58,7964.45,0,0
102/08/12,"5,377.05","8,020.35",2013-08-12,5377.05,8020.35,0,0
102/08/13,"5,439.73","8,120.49",2013-08-13,5439.73,8120.49,0,0
102/08/14,"5,411.97","8,082.48",2013-08-14,5411.97,8082.48,0,0
102/08/15,"5,365.05","8,017.38",2013-08-15,5365.05,8017.38,0,0
102/08/16,"5,392.48","8,058.37",2013-08-16,5392.48,8058.37,0,0
102/08/19,"5,368.23","8,022.13",2013-08-19,5368.23,8022.13,0,0
102/08/20,"5,332.49","7,968.72",2013-08-20,5332.49,7968.72,0,0
102/08/21,"5,332.49","7,968.95",2013-08-21,5332.49,7968.95,0,0
102/08/22,"5,309.60","7,934.73",2013-08-22,5309.6,7934.73,0,0
102/08/23,"5,362.46","8,015.06",2013-08-23,5362.46,8015.06,0,0
102/08/26,"5,380.28","8,042.41",2013-08-26,5380.28,8042.41,0,0
102/08/27,"5,332.32","7,974.43",2013-08-27,5332.32,7974.43,0,0
102/08/28,"5,348.46","7,998.57",2013-08-28,5348.46,7998.57,0,0
102/08/29,"5,414.42","8,103.34",2013-08-29,5414.42,8103.34,0,0
102/08/30,"5,496.15","8,225.66",2013-08-30,5496.15,8225.66,0,0
