日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/06/01,"6,231.02","8,414.33",2011-06-01,6231.02,8414.33,0,0
100/06/02,"6,164.44","8,324.42",2011-06-02,6164.44,8324.42,0,0
100/06/03,"6,214.35","8,391.83",2011-06-03,6214.35,8391.83,0,0
100/06/07,"6,217.06","8,395.49",2011-06-07,6217.06,8395.49,0,0
100/06/08,"6,179.90","8,345.30",2011-06-08,6179.9,8345.3,0,0
100/06/09,"6,174.71","8,338.30",2011-06-09,6174.71,8338.3,0,0
100/06/10,"6,050.29","8,170.28",2011-06-10,6050.29,8170.28,0,0
100/06/13,"5,956.23","8,043.26",2011-06-13,5956.23,8043.26,0,0
100/06/14,"6,043.12","8,160.59",2011-06-14,6043.12,8160.59,0,0
100/06/15,"6,037.30","8,152.73",2011-06-15,6037.3,8152.73,0,0
100/06/16,"5,915.99","7,988.92",2011-06-16,5915.99,7988.92,0,0
100/06/17,"5,885.54","7,947.80",2011-06-17,5885.54,7947.8,0,0
100/06/20,"5,845.13","7,893.24",2011-06-20,5845.13,7893.24,0,0
100/06/21,"5,894.54","7,959.96",2011-06-21,5894.54,7959.96,0,0
100/06/22,"5,898.61","7,965.45",2011-06-22,5898.61,7965.45,0,0
100/06/23,"5,852.92","7,903.75",2011-06-23,5852.92,7903.75,0,0
100/06/24,"5,795.75","7,826.55",2011-06-24,5795.75,7826.55,0,0
100/06/27,"5,759.13","7,777.10",2011-06-27,5759.13,7777.1,0,0
100/06/28,"5,743.56","7,759.08",2011-06-28,5743.56,7759.08,0,0
100/06/29,"5,802.21","7,889.69",2011-06-29,5802.21,7889.69,0,0
100/06/30,"5,865.41","7,980.80",2011-06-30,5865.41,7980.8,0,0
