日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
115/01/02,"26,496.80","60,493.92",2026-01-02,26496.8,60493.92,0,0
115/01/05,"27,471.69","62,719.66",2026-01-05,27471.69,62719.66,0,0
115/01/06,"27,930.43","63,809.37",2026-01-06,27930.43,63809.37,0,0
115/01/07,"27,633.74","63,131.54",2026-01-07,27633.74,63131.54,0,0
115/01/08,"27,604.54","63,064.84",2026-01-08,27604.54,63064.84,0,0
115/01/09,"27,523.75","62,880.27",2026-01-09,27523.75,62880.27,0,0
115/01/12,"27,708.62","63,302.63",2026-01-12,27708.62,63302.63,0,0
115/01/13,"27,894.81","63,727.99",2026-01-13,27894.81,63727.99,0,0
115/01/14,"28,019.36","64,012.53",2026-01-14,28019.36,64012.53,0,0
115/01/15,"27,805.18","63,523.23",2026-01-15,27805.18,63523.23,0,0
115/01/16,"28,468.17","65,037.87",2026-01-16,28468.17,65037.87,0,0
115/01/19,"28,641.76","65,434.46",2026-01-19,28641.76,65434.46,0,0
115/01/20,"28,781.32","65,753.29",2026-01-20,28781.32,65753.29,0,0
115/01/21,"28,273.50","64,593.15",2026-01-21,28273.5,64593.15,0,0
115/01/22,"28,729.81","65,635.62",2026-01-22,28729.81,65635.62,0,0
115/01/23,"28,966.30","66,175.90",2026-01-23,28966.3,66175.9,0,0
