日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/08/01,"5,837.13","8,153.32",2011-08-01,5837.13,8153.32,0,0
100/08/02,"5,747.23","8,027.76",2011-08-02,5747.23,8027.76,0,0
100/08/03,"5,651.46","7,893.98",2011-08-03,5651.46,7893.98,0,0
100/08/04,"5,558.94","7,778.24",2011-08-04,5558.94,7778.24,0,0
100/08/05,"5,269.76","7,373.61",2011-08-05,5269.76,7373.61,0,0
100/08/08,"5,106.04","7,149.52",2011-08-08,5106.04,7149.52,0,0
100/08/09,"5,051.48","7,077.15",2011-08-09,5051.48,7077.15,0,0
100/08/10,"5,216.75","7,309.46",2011-08-10,5216.75,7309.46,0,0
100/08/11,"5,216.13","7,310.71",2011-08-11,5216.13,7310.71,0,0
100/08/12,"5,134.13","7,197.73",2011-08-12,5134.13,7197.73,0,0
100/08/15,"5,263.18","7,378.65",2011-08-15,5263.18,7378.65,0,0
100/08/16,"5,238.28","7,343.75",2011-08-16,5238.28,7343.75,0,0
100/08/17,"5,191.22","7,283.90",2011-08-17,5191.22,7283.9,0,0
100/08/18,"5,112.99","7,174.13",2011-08-18,5112.99,7174.13,0,0
100/08/19,"4,950.29","6,945.85",2011-08-19,4950.29,6945.85,0,0
100/08/22,"4,958.14","6,956.85",2011-08-22,4958.14,6956.85,0,0
100/08/23,"5,106.41","7,171.21",2011-08-23,5106.41,7171.21,0,0
100/08/24,"5,081.89","7,143.98",2011-08-24,5081.89,7143.98,0,0
100/08/25,"5,034.52","7,082.19",2011-08-25,5034.52,7082.19,0,0
100/08/26,"5,082.26","7,149.35",2011-08-26,5082.26,7149.35,0,0
100/08/29,"5,167.43","7,269.16",2011-08-29,5167.43,7269.16,0,0
100/08/30,"5,207.93","7,326.14",2011-08-30,5207.93,7326.14,0,0
100/08/31,"5,287.78","7,438.46",2011-08-31,5287.78,7438.46,0,0
