日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
109/01/02,"9,450.90","17,849.79",2020-01-02,9450.9,17849.79,0,0
109/01/03,"9,475.62","17,896.47",2020-01-03,9475.62,17896.47,0,0
109/01/06,"9,324.26","17,610.61",2020-01-06,9324.26,17610.61,0,0
109/01/07,"9,272.36","17,512.58",2020-01-07,9272.36,17512.58,0,0
109/01/08,"9,223.99","17,421.23",2020-01-08,9223.99,17421.23,0,0
109/01/09,"9,364.55","17,686.70",2020-01-09,9364.55,17686.7,0,0
109/01/10,"9,411.37","17,775.12",2020-01-10,9411.37,17775.12,0,0
109/01/13,"9,469.66","17,885.22",2020-01-13,9469.66,17885.22,0,0
109/01/14,"9,539.92","18,017.92",2020-01-14,9539.92,18017.92,0,0
109/01/15,"9,446.84","17,842.13",2020-01-15,9446.84,17842.13,0,0
109/01/16,"9,395.56","17,745.28",2020-01-16,9395.56,17745.28,0,0
109/01/17,"9,408.38","17,769.48",2020-01-17,9408.38,17769.48,0,0
109/01/20,"9,422.28","17,795.74",2020-01-20,9422.28,17795.74,0,0
109/01/30,"8,897.67","16,804.92",2020-01-30,8897.67,16804.92,0,0
109/01/31,"8,968.50","16,938.68",2020-01-31,8968.5,16938.68,0,0
