日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/05/03,"12,741.35","25,618.06",2022-05-03,12741.35,25618.06,0,0
111/05/04,"12,802.97","25,741.94",2022-05-04,12802.97,25741.94,0,0
111/05/05,"12,903.72","25,944.52",2022-05-05,12903.72,25944.52,0,0
111/05/06,"12,657.08","25,448.62",2022-05-06,12657.08,25448.62,0,0
111/05/09,"12,416.44","24,964.78",2022-05-09,12416.44,24964.78,0,0
111/05/10,"12,398.92","24,929.55",2022-05-10,12398.92,24929.55,0,0
111/05/11,"12,393.71","24,919.09",2022-05-11,12393.71,24919.09,0,0
111/05/12,"12,062.49","24,253.13",2022-05-12,12062.49,24253.13,0,0
111/05/13,"12,201.09","24,531.79",2022-05-13,12201.09,24531.79,0,0
111/05/16,"12,272.10","24,674.58",2022-05-16,12272.1,24674.58,0,0
111/05/17,"12,403.23","24,938.22",2022-05-17,12403.23,24938.22,0,0
111/05/18,"12,620.09","25,374.25",2022-05-18,12620.09,25374.25,0,0
111/05/19,"12,350.88","24,832.97",2022-05-19,12350.88,24832.97,0,0
111/05/20,"12,469.64","25,071.76",2022-05-20,12469.64,25071.76,0,0
111/05/23,"12,468.59","25,069.63",2022-05-23,12468.59,25069.63,0,0
111/05/24,"12,312.17","24,755.13",2022-05-24,12312.17,24755.13,0,0
111/05/25,"12,406.77","24,945.34",2022-05-25,12406.77,24945.34,0,0
111/05/26,"12,269.24","24,668.82",2022-05-26,12269.24,24668.82,0,0
111/05/27,"12,564.50","25,262.48",2022-05-27,12564.5,25262.48,0,0
111/05/30,"12,867.57","25,871.83",2022-05-30,12867.57,25871.83,0,0
111/05/31,"13,088.70","26,316.45",2022-05-31,13088.7,26316.45,0,0
