日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/11/01,"8,757.68","16,490.90",2019-11-01,8757.68,16490.9,0,0
108/11/04,"8,930.36","16,816.06",2019-11-04,8930.36,16816.06,0,0
108/11/05,"9,014.02","16,973.58",2019-11-05,9014.02,16973.58,0,0
108/11/06,"9,041.18","17,024.74",2019-11-06,9041.18,17024.74,0,0
108/11/07,"9,004.53","16,955.72",2019-11-07,9004.53,16955.72,0,0
108/11/08,"8,961.86","16,875.36",2019-11-08,8961.86,16875.36,0,0
108/11/11,"8,836.06","16,638.48",2019-11-11,8836.06,16638.48,0,0
108/11/12,"8,916.53","16,790.01",2019-11-12,8916.53,16790.01,0,0
108/11/13,"8,872.84","16,707.73",2019-11-13,8872.84,16707.73,0,0
108/11/14,"8,866.40","16,695.62",2019-11-14,8866.4,16695.62,0,0
108/11/15,"8,941.77","16,837.53",2019-11-15,8941.77,16837.53,0,0
108/11/18,"9,015.06","16,975.54",2019-11-18,9015.06,16975.54,0,0
108/11/19,"9,084.02","17,105.39",2019-11-19,9084.02,17105.39,0,0
108/11/20,"9,051.40","17,043.98",2019-11-20,9051.4,17043.98,0,0
108/11/21,"8,979.47","16,908.52",2019-11-21,8979.47,16908.52,0,0
108/11/22,"8,971.30","16,893.14",2019-11-22,8971.3,16893.14,0,0
108/11/25,"8,950.81","16,854.56",2019-11-25,8950.81,16854.56,0,0
108/11/26,"8,950.04","16,853.10",2019-11-26,8950.04,16853.1,0,0
108/11/27,"9,023.46","16,991.35",2019-11-27,9023.46,16991.35,0,0
108/11/28,"8,994.99","16,937.75",2019-11-28,8994.99,16937.75,0,0
108/11/29,"8,878.46","16,718.32",2019-11-29,8878.46,16718.32,0,0
