日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/05/02,"5,674.65","8,282.76",2013-05-02,5674.65,8282.76,0,0
102/05/03,"5,677.68","8,287.19",2013-05-03,5677.68,8287.19,0,0
102/05/06,"5,710.09","8,334.50",2013-05-06,5710.09,8334.5,0,0
102/05/07,"5,713.39","8,339.31",2013-05-07,5713.39,8339.31,0,0
102/05/08,"5,805.53","8,473.80",2013-05-08,5805.53,8473.8,0,0
102/05/09,"5,823.38","8,499.85",2013-05-09,5823.38,8499.85,0,0
102/05/10,"5,807.11","8,476.11",2013-05-10,5807.11,8476.11,0,0
102/05/13,"5,786.23","8,445.63",2013-05-13,5786.23,8445.63,0,0
102/05/14,"5,788.74","8,449.29",2013-05-14,5788.74,8449.29,0,0
102/05/15,"5,825.39","8,502.78",2013-05-15,5825.39,8502.78,0,0
102/05/16,"5,873.14","8,572.48",2013-05-16,5873.14,8572.48,0,0
102/05/17,"5,850.29","8,539.13",2013-05-17,5850.29,8539.13,0,0
102/05/20,"5,856.12","8,547.63",2013-05-20,5856.12,8547.63,0,0
102/05/21,"5,844.43","8,530.58",2013-05-21,5844.43,8530.58,0,0
102/05/22,"5,845.14","8,531.61",2013-05-22,5845.14,8531.61,0,0
102/05/23,"5,711.10","8,335.97",2013-05-23,5711.1,8335.97,0,0
102/05/24,"5,701.18","8,321.49",2013-05-24,5701.18,8321.49,0,0
102/05/27,"5,757.42","8,403.57",2013-05-27,5757.42,8403.57,0,0
102/05/28,"5,723.49","8,354.06",2013-05-28,5723.49,8354.06,0,0
102/05/29,"5,781.37","8,438.53",2013-05-29,5781.37,8438.53,0,0
102/05/30,"5,708.02","8,331.48",2013-05-30,5708.02,8331.48,0,0
102/05/31,"5,709.89","8,334.19",2013-05-31,5709.89,8334.19,0,0
