日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/05/02,"7,911.20","13,704.14",2018-05-02,7911.2,13704.14,0,0
107/05/03,"7,811.43","13,531.31",2018-05-03,7811.43,13531.31,0,0
107/05/04,"7,850.04","13,598.18",2018-05-04,7850.04,13598.18,0,0
107/05/07,"7,908.33","13,699.16",2018-05-07,7908.33,13699.16,0,0
107/05/08,"7,995.71","13,850.52",2018-05-08,7995.71,13850.52,0,0
107/05/09,"8,005.70","13,867.82",2018-05-09,8005.7,13867.82,0,0
107/05/10,"8,039.48","13,926.35",2018-05-10,8039.48,13926.35,0,0
107/05/11,"8,139.75","14,100.04",2018-05-11,8139.75,14100.04,0,0
107/05/14,"8,215.90","14,231.94",2018-05-14,8215.9,14231.94,0,0
107/05/15,"8,145.39","14,109.81",2018-05-15,8145.39,14109.81,0,0
107/05/16,"8,153.17","14,123.27",2018-05-16,8153.17,14123.27,0,0
107/05/17,"8,071.18","13,981.25",2018-05-17,8071.18,13981.25,0,0
107/05/18,"8,059.12","13,960.36",2018-05-18,8059.12,13960.36,0,0
107/05/21,"8,177.13","14,164.78",2018-05-21,8177.13,14164.78,0,0
107/05/22,"8,150.85","14,119.26",2018-05-22,8150.85,14119.26,0,0
107/05/23,"8,106.60","14,042.60",2018-05-23,8106.6,14042.6,0,0
107/05/24,"8,141.82","14,103.62",2018-05-24,8141.82,14103.62,0,0
107/05/25,"8,152.75","14,122.55",2018-05-25,8152.75,14122.55,0,0
107/05/28,"8,182.20","14,173.57",2018-05-28,8182.2,14173.57,0,0
107/05/29,"8,151.28","14,120.01",2018-05-29,8151.28,14120.01,0,0
107/05/30,"8,020.38","13,893.26",2018-05-30,8020.38,13893.26,0,0
107/05/31,"8,043.39","13,933.11",2018-05-31,8043.39,13933.11,0,0
