日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/09/03,"8,391.52","15,124.83",2018-09-03,8391.52,15124.83,0,0
107/09/04,"8,428.43","15,193.67",2018-09-04,8428.43,15193.67,0,0
107/09/05,"8,444.93","15,223.41",2018-09-05,8444.93,15223.41,0,0
107/09/06,"8,383.47","15,112.61",2018-09-06,8383.47,15112.61,0,0
107/09/07,"8,370.77","15,089.72",2018-09-07,8370.77,15089.72,0,0
107/09/10,"8,307.61","14,975.87",2018-09-10,8307.61,14975.87,0,0
107/09/11,"8,295.70","14,954.41",2018-09-11,8295.7,14954.41,0,0
107/09/12,"8,278.13","14,922.72",2018-09-12,8278.13,14922.72,0,0
107/09/13,"8,225.06","14,827.06",2018-09-13,8225.06,14827.06,0,0
107/09/14,"8,351.56","15,055.09",2018-09-14,8351.56,15055.09,0,0
107/09/17,"8,311.95","14,983.70",2018-09-17,8311.95,14983.7,0,0
107/09/18,"8,236.39","14,855.12",2018-09-18,8236.39,14855.12,0,0
107/09/19,"8,312.50","14,992.39",2018-09-19,8312.5,14992.39,0,0
107/09/20,"8,310.77","14,989.26",2018-09-20,8310.77,14989.26,0,0
107/09/21,"8,409.88","15,168.02",2018-09-21,8409.88,15168.02,0,0
107/09/25,"8,419.36","15,185.12",2018-09-25,8419.36,15185.12,0,0
107/09/26,"8,417.93","15,182.54",2018-09-26,8417.93,15182.54,0,0
107/09/27,"8,481.21","15,296.66",2018-09-27,8481.21,15296.66,0,0
107/09/28,"8,455.17","15,249.70",2018-09-28,8455.17,15249.7,0,0
