日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/07/02,"7,977.62","14,021.58",2018-07-02,7977.62,14021.58,0,0
107/07/03,"7,954.81","13,990.43",2018-07-03,7954.81,13990.43,0,0
107/07/04,"7,986.44","14,058.74",2018-07-04,7986.44,14058.74,0,0
107/07/05,"7,911.69","13,947.31",2018-07-05,7911.69,13947.31,0,0
107/07/06,"7,920.14","13,966.73",2018-07-06,7920.14,13966.73,0,0
107/07/09,"8,021.85","14,181.94",2018-07-09,8021.85,14181.94,0,0
107/07/10,"8,032.49","14,240.22",2018-07-10,8032.49,14240.22,0,0
107/07/11,"7,962.82","14,151.19",2018-07-11,7962.82,14151.19,0,0
107/07/12,"8,008.22","14,250.44",2018-07-12,8008.22,14250.44,0,0
107/07/13,"8,107.82","14,430.54",2018-07-13,8107.82,14430.54,0,0
107/07/16,"8,059.33","14,344.23",2018-07-16,8059.33,14344.23,0,0
107/07/17,"8,026.23","14,285.32",2018-07-17,8026.23,14285.32,0,0
107/07/18,"8,079.27","14,379.73",2018-07-18,8079.27,14379.73,0,0
107/07/19,"8,096.99","14,415.30",2018-07-19,8096.99,14415.3,0,0
107/07/20,"8,234.13","14,659.46",2018-07-20,8234.13,14659.46,0,0
107/07/23,"8,279.83","14,756.58",2018-07-23,8279.83,14756.58,0,0
107/07/24,"8,309.19","14,808.90",2018-07-24,8309.19,14808.9,0,0
107/07/25,"8,282.47","14,790.27",2018-07-25,8282.47,14790.27,0,0
107/07/26,"8,313.44","14,864.70",2018-07-26,8313.44,14864.7,0,0
107/07/27,"8,371.64","14,968.77",2018-07-27,8371.64,14968.77,0,0
107/07/30,"8,356.07","14,955.62",2018-07-30,8356.07,14955.62,0,0
107/07/31,"8,360.09","14,967.95",2018-07-31,8360.09,14967.95,0,0
