日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/01/03,"6,144.90","8,298.04",2011-01-03,6144.9,8298.04,0,0
100/01/04,"6,109.91","8,250.79",2011-01-04,6109.91,8250.79,0,0
100/01/05,"5,996.83","8,098.09",2011-01-05,5996.83,8098.09,0,0
100/01/06,"6,018.80","8,127.76",2011-01-06,6018.8,8127.76,0,0
100/01/07,"5,961.17","8,049.93",2011-01-07,5961.17,8049.93,0,0
100/01/10,"5,998.52","8,100.37",2011-01-10,5998.52,8100.37,0,0
100/01/11,"6,077.09","8,206.47",2011-01-11,6077.09,8206.47,0,0
100/01/12,"6,099.37","8,236.56",2011-01-12,6099.37,8236.56,0,0
100/01/13,"6,111.18","8,252.50",2011-01-13,6111.18,8252.5,0,0
100/01/14,"6,108.59","8,249.00",2011-01-14,6108.59,8249.0,0,0
100/01/17,"6,087.30","8,220.26",2011-01-17,6087.3,8220.26,0,0
100/01/18,"6,139.88","8,291.26",2011-01-18,6139.88,8291.26,0,0
100/01/19,"6,216.30","8,394.46",2011-01-19,6216.3,8394.46,0,0
100/01/20,"6,165.15","8,325.39",2011-01-20,6165.15,8325.39,0,0
100/01/21,"6,102.00","8,240.11",2011-01-21,6102.0,8240.11,0,0
100/01/24,"6,112.81","8,254.70",2011-01-24,6112.81,8254.7,0,0
100/01/25,"6,145.14","8,298.37",2011-01-25,6145.14,8298.37,0,0
100/01/26,"6,197.76","8,369.42",2011-01-26,6197.76,8369.42,0,0
100/01/27,"6,248.69","8,438.20",2011-01-27,6248.69,8438.2,0,0
100/01/28,"6,297.94","8,504.71",2011-01-28,6297.94,8504.71,0,0
