日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/12/02,"5,746.44","8,614.38",2013-12-02,5746.44,8614.38,0,0
102/12/03,"5,726.81","8,584.96",2013-12-03,5726.81,8584.96,0,0
102/12/04,"5,747.04","8,615.28",2013-12-04,5747.04,8615.28,0,0
102/12/05,"5,713.12","8,564.43",2013-12-05,5713.12,8564.43,0,0
102/12/06,"5,697.07","8,540.38",2013-12-06,5697.07,8540.38,0,0
102/12/09,"5,770.90","8,651.05",2013-12-09,5770.9,8651.05,0,0
102/12/10,"5,775.19","8,657.48",2013-12-10,5775.19,8657.48,0,0
102/12/11,"5,782.37","8,668.24",2013-12-11,5782.37,8668.24,0,0
102/12/12,"5,715.07","8,567.36",2013-12-12,5715.07,8567.36,0,0
102/12/13,"5,716.00","8,568.76",2013-12-13,5716.0,8568.76,0,0
102/12/16,"5,666.87","8,495.10",2013-12-16,5666.87,8495.1,0,0
102/12/17,"5,708.88","8,558.08",2013-12-17,5708.88,8558.08,0,0
102/12/18,"5,683.03","8,519.33",2013-12-18,5683.03,8519.33,0,0
102/12/19,"5,736.76","8,599.87",2013-12-19,5736.76,8599.87,0,0
102/12/20,"5,728.51","8,587.50",2013-12-20,5728.51,8587.5,0,0
102/12/23,"5,772.77","8,653.85",2013-12-23,5772.77,8653.85,0,0
102/12/24,"5,757.04","8,630.28",2013-12-24,5757.04,8630.28,0,0
102/12/25,"5,767.23","8,645.54",2013-12-25,5767.23,8645.54,0,0
102/12/26,"5,785.20","8,672.49",2013-12-26,5785.2,8672.49,0,0
102/12/27,"5,819.70","8,724.20",2013-12-27,5819.7,8724.2,0,0
102/12/30,"5,889.46","8,828.78",2013-12-30,5889.46,8828.78,0,0
102/12/31,"5,874.17","8,805.86",2013-12-31,5874.17,8805.86,0,0
