日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/11/01,"8,272.20","14,329.46",2017-11-01,8272.2,14329.46,0,0
106/11/02,"8,253.52","14,297.11",2017-11-02,8253.52,14297.11,0,0
106/11/03,"8,255.82","14,301.09",2017-11-03,8255.82,14301.09,0,0
106/11/06,"8,239.12","14,272.17",2017-11-06,8239.12,14272.17,0,0
106/11/07,"8,298.74","14,375.45",2017-11-07,8298.74,14375.45,0,0
106/11/08,"8,265.92","14,318.58",2017-11-08,8265.92,14318.58,0,0
106/11/09,"8,221.18","14,241.10",2017-11-09,8221.18,14241.1,0,0
106/11/10,"8,192.93","14,192.16",2017-11-10,8192.93,14192.16,0,0
106/11/13,"8,167.35","14,147.84",2017-11-13,8167.35,14147.84,0,0
106/11/14,"8,174.94","14,161.00",2017-11-14,8174.94,14161.0,0,0
106/11/15,"8,103.79","14,037.75",2017-11-15,8103.79,14037.75,0,0
106/11/16,"8,102.26","14,035.08",2017-11-16,8102.26,14035.08,0,0
106/11/17,"8,171.64","14,155.28",2017-11-17,8171.64,14155.28,0,0
106/11/20,"8,121.38","14,068.21",2017-11-20,8121.38,14068.21,0,0
106/11/21,"8,218.36","14,236.20",2017-11-21,8218.36,14236.2,0,0
106/11/22,"8,253.98","14,297.91",2017-11-22,8253.98,14297.91,0,0
106/11/23,"8,276.32","14,336.61",2017-11-23,8276.32,14336.61,0,0
106/11/24,"8,271.53","14,328.30",2017-11-24,8271.53,14328.3,0,0
106/11/27,"8,154.13","14,124.95",2017-11-27,8154.13,14124.95,0,0
106/11/28,"8,107.57","14,044.28",2017-11-28,8107.57,14044.28,0,0
106/11/29,"8,109.93","14,048.38",2017-11-29,8109.93,14048.38,0,0
106/11/30,"7,931.58","13,739.44",2017-11-30,7931.58,13739.44,0,0
