日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/04/01,"15,780.92","34,392.76",2024-04-01,15780.92,34392.76,0,0
113/04/02,"16,066.31","35,014.73",2024-04-02,16066.31,35014.73,0,0
113/04/03,"15,923.05","34,702.52",2024-04-03,15923.05,34702.52,0,0
113/04/08,"15,975.05","34,815.83",2024-04-08,15975.05,34815.83,0,0
113/04/09,"16,384.21","35,707.55",2024-04-09,16384.21,35707.55,0,0
113/04/10,"16,336.04","35,602.58",2024-04-10,16336.04,35602.58,0,0
113/04/11,"16,352.39","35,638.20",2024-04-11,16352.39,35638.2,0,0
113/04/12,"16,280.59","35,504.48",2024-04-12,16280.59,35504.48,0,0
113/04/15,"16,020.39","34,937.05",2024-04-15,16020.39,34937.05,0,0
113/04/16,"15,597.84","34,015.56",2024-04-16,15597.84,34015.56,0,0
113/04/17,"15,839.53","34,542.62",2024-04-17,15839.53,34542.62,0,0
113/04/18,"15,881.13","34,633.34",2024-04-18,15881.13,34633.34,0,0
113/04/19,"15,112.51","32,957.15",2024-04-19,15112.51,32957.15,0,0
113/04/22,"15,034.56","32,787.16",2024-04-22,15034.56,32787.16,0,0
113/04/23,"15,192.43","33,131.43",2024-04-23,15192.43,33131.43,0,0
113/04/24,"15,684.52","34,204.59",2024-04-24,15684.52,34204.59,0,0
113/04/25,"15,392.70","33,568.19",2024-04-25,15392.7,33568.19,0,0
113/04/26,"15,639.49","34,106.38",2024-04-26,15639.49,34106.38,0,0
113/04/29,"15,944.13","34,770.73",2024-04-29,15944.13,34770.73,0,0
