日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/07/01,"18,678.23","40,935.59",2024-07-01,18678.23,40935.59,0,0
113/07/02,"18,487.67","40,612.81",2024-07-02,18487.67,40612.81,0,0
113/07/03,"18,749.55","41,199.79",2024-07-03,18749.55,41199.79,0,0
113/07/04,"19,126.10","42,089.21",2024-07-04,19126.1,42089.21,0,0
113/07/05,"19,118.96","42,073.50",2024-07-05,19118.96,42073.5,0,0
113/07/08,"19,595.68","43,128.86",2024-07-08,19595.68,43128.86,0,0
113/07/09,"19,686.93","43,332.33",2024-07-09,19686.93,43332.33,0,0
113/07/10,"19,745.26","43,488.11",2024-07-10,19745.26,43488.11,0,0
113/07/11,"20,190.72","44,473.06",2024-07-11,20190.72,44473.06,0,0
113/07/12,"19,617.66","43,210.82",2024-07-12,19617.66,43210.82,0,0
113/07/15,"19,573.24","43,144.61",2024-07-15,19573.24,43144.61,0,0
113/07/16,"19,716.10","43,459.51",2024-07-16,19716.1,43459.51,0,0
113/07/17,"19,412.22","42,799.51",2024-07-17,19412.22,42799.51,0,0
113/07/18,"19,036.68","41,984.28",2024-07-18,19036.68,41984.28,0,0
113/07/19,"18,553.63","40,937.14",2024-07-19,18553.63,40937.14,0,0
113/07/22,"18,004.01","39,724.45",2024-07-22,18004.01,39724.45,0,0
