日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/04/01,"13,547.90","26,544.43",2021-04-01,13547.9,26544.43,0,0
110/04/06,"13,695.57","26,833.76",2021-04-06,13695.57,26833.76,0,0
110/04/07,"13,722.20","26,885.94",2021-04-07,13722.2,26885.94,0,0
110/04/08,"13,795.87","27,030.27",2021-04-08,13795.87,27030.27,0,0
110/04/09,"13,723.63","26,888.74",2021-04-09,13723.63,26888.74,0,0
110/04/12,"13,656.41","26,757.04",2021-04-12,13656.41,26757.04,0,0
110/04/13,"13,677.64","26,798.63",2021-04-13,13677.64,26798.63,0,0
110/04/14,"13,765.35","26,970.47",2021-04-14,13765.35,26970.47,0,0
110/04/15,"13,934.09","27,301.09",2021-04-15,13934.09,27301.09,0,0
110/04/16,"13,906.01","27,246.07",2021-04-16,13906.01,27246.07,0,0
110/04/19,"13,886.05","27,206.97",2021-04-19,13886.05,27206.97,0,0
110/04/20,"13,928.73","27,290.60",2021-04-20,13928.73,27290.6,0,0
110/04/21,"13,732.57","26,906.24",2021-04-21,13732.57,26906.24,0,0
110/04/22,"13,699.84","26,842.12",2021-04-22,13699.84,26842.12,0,0
110/04/23,"13,904.09","27,242.31",2021-04-23,13904.09,27242.31,0,0
110/04/26,"14,109.25","27,644.27",2021-04-26,14109.25,27644.27,0,0
110/04/27,"14,102.32","27,630.70",2021-04-27,14102.32,27630.7,0,0
110/04/28,"14,009.83","27,449.49",2021-04-28,14009.83,27449.49,0,0
110/04/29,"14,008.66","27,447.20",2021-04-29,14008.66,27447.2,0,0
