日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 97/10/01,"4,308.48","5,416.37",2008-10-01,4308.48,5416.37,0,0
 97/10/02,"4,237.20","5,326.76",2008-10-02,4237.2,5326.76,0,0
 97/10/03,"4,248.87","5,341.43",2008-10-03,4248.87,5341.43,0,0
 97/10/06,"4,055.32","5,098.12",2008-10-06,4055.32,5098.12,0,0
 97/10/07,"4,081.15","5,130.58",2008-10-07,4081.15,5130.58,0,0
 97/10/08,"3,839.57","4,826.89",2008-10-08,3839.57,4826.89,0,0
 97/10/09,"3,796.06","4,772.19",2008-10-09,3796.06,4772.19,0,0
 97/10/13,"3,724.91","4,682.74",2008-10-13,3724.91,4682.74,0,0
 97/10/14,"3,937.66","4,950.20",2008-10-14,3937.66,4950.2,0,0
 97/10/15,"3,894.51","4,895.95",2008-10-15,3894.51,4895.95,0,0
 97/10/16,"3,761.62","4,728.89",2008-10-16,3761.62,4728.89,0,0
 97/10/17,"3,671.94","4,629.46",2008-10-17,3671.94,4629.46,0,0
 97/10/20,"3,635.96","4,584.10",2008-10-20,3635.96,4584.1,0,0
 97/10/21,"3,622.55","4,567.19",2008-10-21,3622.55,4567.19,0,0
 97/10/22,"3,551.79","4,477.98",2008-10-22,3551.79,4477.98,0,0
 97/10/23,"3,446.62","4,345.38",2008-10-23,3446.62,4345.38,0,0
 97/10/24,"3,332.38","4,201.36",2008-10-24,3332.38,4201.36,0,0
 97/10/27,"3,173.55","4,001.11",2008-10-27,3173.55,4001.11,0,0
 97/10/28,"3,202.11","4,037.11",2008-10-28,3202.11,4037.11,0,0
 97/10/29,"3,224.72","4,065.62",2008-10-29,3224.72,4065.62,0,0
 97/10/30,"3,432.82","4,327.98",2008-10-30,3432.82,4327.98,0,0
 97/10/31,"3,597.08","4,535.08",2008-10-31,3597.08,4535.08,0,0
