日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/08/01,"6,829.65","11,253.59",2016-08-01,6829.65,11253.59,0,0
105/08/02,"6,817.52","11,241.35",2016-08-02,6817.52,11241.35,0,0
105/08/03,"6,748.38","11,130.56",2016-08-03,6748.38,11130.56,0,0
105/08/04,"6,770.27","11,174.44",2016-08-04,6770.27,11174.44,0,0
105/08/05,"6,827.51","11,284.46",2016-08-05,6827.51,11284.46,0,0
105/08/08,"6,885.88","11,380.94",2016-08-08,6885.88,11380.94,0,0
105/08/09,"6,901.04","11,406.00",2016-08-09,6901.04,11406.0,0,0
105/08/10,"6,934.20","11,464.25",2016-08-10,6934.2,11464.25,0,0
105/08/11,"6,876.41","11,371.96",2016-08-11,6876.41,11371.96,0,0
105/08/12,"6,882.85","11,382.61",2016-08-12,6882.85,11382.61,0,0
105/08/15,"6,885.50","11,408.09",2016-08-15,6885.5,11408.09,0,0
105/08/16,"6,839.44","11,331.78",2016-08-16,6839.44,11331.78,0,0
105/08/17,"6,843.21","11,338.02",2016-08-17,6843.21,11338.02,0,0
105/08/18,"6,842.79","11,346.26",2016-08-18,6842.79,11346.26,0,0
105/08/19,"6,773.90","11,232.02",2016-08-19,6773.9,11232.02,0,0
105/08/22,"6,737.85","11,172.24",2016-08-22,6737.85,11172.24,0,0
105/08/23,"6,776.76","11,236.77",2016-08-23,6776.76,11236.77,0,0
105/08/24,"6,761.33","11,218.20",2016-08-24,6761.33,11218.2,0,0
105/08/25,"6,853.99","11,371.93",2016-08-25,6853.99,11371.93,0,0
105/08/26,"6,861.49","11,384.38",2016-08-26,6861.49,11384.38,0,0
105/08/29,"6,846.78","11,359.98",2016-08-29,6846.78,11359.98,0,0
105/08/30,"6,835.07","11,340.54",2016-08-30,6835.07,11340.54,0,0
105/08/31,"6,798.79","11,282.40",2016-08-31,6798.79,11282.4,0,0
