日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/01/02,"7,163.81","12,920.60",2019-01-02,7163.81,12920.6,0,0
108/01/03,"7,101.33","12,807.93",2019-01-03,7101.33,12807.93,0,0
108/01/04,"6,979.57","12,588.32",2019-01-04,6979.57,12588.32,0,0
108/01/07,"7,144.77","12,886.26",2019-01-07,7144.77,12886.26,0,0
108/01/08,"7,119.23","12,840.20",2019-01-08,7119.23,12840.2,0,0
108/01/09,"7,260.85","13,095.64",2019-01-09,7260.85,13095.64,0,0
108/01/10,"7,253.62","13,082.60",2019-01-10,7253.62,13082.6,0,0
108/01/11,"7,316.45","13,195.91",2019-01-11,7316.45,13195.91,0,0
108/01/14,"7,272.07","13,115.86",2019-01-14,7272.07,13115.86,0,0
108/01/15,"7,345.76","13,248.77",2019-01-15,7345.76,13248.77,0,0
108/01/16,"7,295.60","13,158.31",2019-01-16,7295.6,13158.31,0,0
108/01/17,"7,335.74","13,230.71",2019-01-17,7335.74,13230.71,0,0
108/01/18,"7,354.15","13,263.90",2019-01-18,7354.15,13263.9,0,0
108/01/21,"7,400.38","13,347.29",2019-01-21,7400.38,13347.29,0,0
108/01/22,"7,423.71","13,389.37",2019-01-22,7423.71,13389.37,0,0
108/01/23,"7,365.12","13,283.68",2019-01-23,7365.12,13283.68,0,0
108/01/24,"7,398.18","13,343.31",2019-01-24,7398.18,13343.31,0,0
108/01/25,"7,483.13","13,496.53",2019-01-25,7483.13,13496.53,0,0
108/01/28,"7,519.19","13,561.58",2019-01-28,7519.19,13561.58,0,0
108/01/29,"7,432.05","13,404.40",2019-01-29,7432.05,13404.4,0,0
108/01/30,"7,420.95","13,384.38",2019-01-30,7420.95,13384.38,0,0
