日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/07/01,"13,820.49","27,146.34",2021-07-01,13820.49,27146.34,0,0
110/07/02,"13,765.23","27,037.80",2021-07-02,13765.23,27037.8,0,0
110/07/05,"13,914.50","27,330.99",2021-07-05,13914.5,27330.99,0,0
110/07/06,"13,906.50","27,364.92",2021-07-06,13906.5,27364.92,0,0
110/07/07,"13,871.49","27,296.01",2021-07-07,13871.49,27296.01,0,0
110/07/08,"13,842.02","27,240.68",2021-07-08,13842.02,27240.68,0,0
110/07/09,"13,677.35","26,933.99",2021-07-09,13677.35,26933.99,0,0
110/07/12,"13,827.65","27,229.96",2021-07-12,13827.65,27229.96,0,0
110/07/13,"13,961.32","27,493.20",2021-07-13,13961.32,27493.2,0,0
110/07/14,"14,008.98","27,587.04",2021-07-14,14008.98,27587.04,0,0
110/07/15,"14,132.40","27,830.08",2021-07-15,14132.4,27830.08,0,0
110/07/16,"13,909.81","27,391.75",2021-07-16,13909.81,27391.75,0,0
110/07/19,"13,777.66","27,131.51",2021-07-19,13777.66,27131.51,0,0
110/07/20,"13,630.38","26,852.73",2021-07-20,13630.38,26852.73,0,0
110/07/21,"13,623.81","26,839.79",2021-07-21,13623.81,26839.79,0,0
110/07/22,"13,714.84","27,079.95",2021-07-22,13714.84,27079.95,0,0
110/07/23,"13,672.36","27,001.52",2021-07-23,13672.36,27001.52,0,0
110/07/26,"13,500.33","26,712.68",2021-07-26,13500.33,26712.68,0,0
