日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
112/05/02,"11,722.75","24,652.91",2023-05-02,11722.75,24652.91,0,0
112/05/03,"11,661.01","24,523.08",2023-05-03,11661.01,24523.08,0,0
112/05/04,"11,697.97","24,600.80",2023-05-04,11697.97,24600.8,0,0
112/05/05,"11,728.55","24,665.12",2023-05-05,11728.55,24665.12,0,0
112/05/08,"11,796.35","24,807.70",2023-05-08,11796.35,24807.7,0,0
112/05/09,"11,870.87","24,964.41",2023-05-09,11870.87,24964.41,0,0
112/05/10,"11,777.53","24,768.13",2023-05-10,11777.53,24768.13,0,0
112/05/11,"11,708.92","24,623.84",2023-05-11,11708.92,24623.84,0,0
112/05/12,"11,652.70","24,505.60",2023-05-12,11652.7,24505.6,0,0
112/05/15,"11,646.19","24,491.90",2023-05-15,11646.19,24491.9,0,0
112/05/16,"11,806.55","24,829.14",2023-05-16,11806.55,24829.14,0,0
