日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 98/06/01,"4,830.79","6,090.49",2009-06-01,4830.79,6090.49,0,0
 98/06/02,"4,853.19","6,124.26",2009-06-02,4853.19,6124.26,0,0
 98/06/03,"4,821.81","6,084.68",2009-06-03,4821.81,6084.68,0,0
 98/06/04,"4,702.07","5,933.56",2009-06-04,4702.07,5933.56,0,0
 98/06/05,"4,676.39","5,901.16",2009-06-05,4676.39,5901.16,0,0
 98/06/06,"4,735.86","5,976.21",2009-06-06,4735.86,5976.21,0,0
 98/06/08,"4,584.36","5,785.03",2009-06-08,4584.36,5785.03,0,0
 98/06/09,"4,458.44","5,626.13",2009-06-09,4458.44,5626.13,0,0
 98/06/10,"4,523.79","5,708.60",2009-06-10,4523.79,5708.6,0,0
 98/06/11,"4,578.33","5,777.42",2009-06-11,4578.33,5777.42,0,0
 98/06/12,"4,468.70","5,639.07",2009-06-12,4468.7,5639.07,0,0
 98/06/15,"4,332.50","5,467.20",2009-06-15,4332.5,5467.2,0,0
 98/06/16,"4,331.97","5,466.54",2009-06-16,4331.97,5466.54,0,0
 98/06/17,"4,306.04","5,433.81",2009-06-17,4306.04,5433.81,0,0
 98/06/18,"4,283.11","5,404.89",2009-06-18,4283.11,5404.89,0,0
 98/06/19,"4,330.48","5,464.65",2009-06-19,4330.48,5464.65,0,0
 98/06/22,"4,415.40","5,571.82",2009-06-22,4415.4,5571.82,0,0
 98/06/23,"4,297.00","5,422.41",2009-06-23,4297.0,5422.41,0,0
 98/06/24,"4,434.44","5,595.84",2009-06-24,4434.44,5595.84,0,0
 98/06/25,"4,479.17","5,652.29",2009-06-25,4479.17,5652.29,0,0
 98/06/26,"4,481.08","5,654.70",2009-06-26,4481.08,5654.7,0,0
 98/06/29,"4,426.95","5,586.39",2009-06-29,4426.95,5586.39,0,0
 98/06/30,"4,473.68","5,645.37",2009-06-30,4473.68,5645.37,0,0
